X,Y,Type,Date,Descriptions,PLN_AREA_C,PLN_AREA_N,REGION_C,REGION_N,RoadType
28789.1691204721,34555.3910408079,Accident,16/2/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit.,NV,NOVENA,CR,CENTRAL REGION,expressway
30516.6590641168,31457.9200199219,Accident,16/2/2018,Accident on Victoria Street near Rochor Road/Victoria Street Junction.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,non_expressway
20395.0572297451,32444.2700348075,Accident,16/2/2018,Accident on AYE (towards MCE) before Clementi Ave 2 Exit. Avoid lanes 3 and 4.,CL,CLEMENTI,WR,WEST REGION,expressway
42011.8503179883,34771.9610457998,Accident,16/2/2018,Accident on Xilin Avenue (towards Changi South Avenue 1) after Upper Changi Road East. Avoid left lane.,TM,TAMPINES,ER,EAST REGION,non_expressway
35949.1176505655,34638.4100007813,Accident,16/2/2018,Accident on Eunos Link (towards Still Rd) after Bedok Reservoir Road. Avoid right lane.,BD,BEDOK,ER,EAST REGION,non_expressway
30058.2553762106,30916.6600204431,Accident,16/2/2018,Accident on Victoria Street near Bras Basah Road/Victoria Street Junction.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,non_expressway
29783.0257392089,28394.12099973,Accident,16/2/2018,Accident on MCE (towards ECP) before Maxwell Rd Entrance. Avoid lane 4.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,expressway
34469.2184401836,42505.6409518701,Accident,15/2/2018,Accident on TPE (towards PIE) before Sengkang Exit.,PG,PUNGGOL,NER,NORTH-EAST REGION,expressway
18471.5490286267,33943.6909832876,Accident,15/2/2018,Accident on AYE (towards MCE) at Jurong Town Hall Entrance.,JE,JURONG EAST,WR,WEST REGION,expressway
21029.7623299953,44537.6719666258,Accident,15/2/2018,Accident on BKE (towards Woodlands) at SLE Exit.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway
24871.6257292423,44094.1719571204,Accident,15/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till Woodlands Ave 12 Exit. Avoid lanes 1 and 2.,MD,MANDAI,NR,NORTH REGION,expressway
21373.9709051193,42443.0200456297,Accident,15/2/2018,Accident on BKE (towards PIE) after Mandai Rd Exit with congestion till Mandai Rd Exit. Avoid lanes 1 and 2.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
22249.3860056248,37917.640999573,Accident,15/2/2018,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
27415.1407792068,34322.1410276776,Accident,15/2/2018,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Toa Payoh Exit. Avoid lane 1.,NV,NOVENA,CR,CENTRAL REGION,expressway
22793.3439292035,45324.8980266117,Accident,15/2/2018,Accident on SLE (towards BKE) at Woodlands Ave 2 Exit.,MD,MANDAI,NR,NORTH REGION,expressway
21129.9311166314,44559.3280454786,Accident,15/2/2018,Accident on SLE (towards BKE) at BKE(PIE) Exit with congestion till BKE Exit.,MD,MANDAI,NR,NORTH REGION,expressway
32120.6208575388,34305.5780044142,Accident,15/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till KPE Exit. Avoid lane 4.,KL,KALLANG,CR,CENTRAL REGION,expressway
24025.0098898023,29839.800946894,Accident,15/2/2018,Accident on AYE (towards MCE) before Alexandra Rd Exit. Avoid lane 1.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway
18399.11438683,41239.9299605012,Accident,14/2/2018,Accident on KJE (towards PIE) at Choa Chu Kang Dr Exit.,CK,CHOA CHU KANG,WR,WEST REGION,expressway
9159.60139719754,33948.229945637,Accident,14/2/2018,Accident on PIE (towards Tuas) at AYE Exit.,PN,PIONEER,WR,WEST REGION,expressway
28686.0077459875,32845.9299750464,Accident,14/2/2018,Accident on Newton Circus (towards City) after Newton Circus.,NV,NOVENA,CR,CENTRAL REGION,non_expressway
25750.2349226973,42445.9220504659,Accident,14/2/2018,Accident on SLE (towards CTE) before Upper Thomson Rd Exit with congestion till Woodlands Ave 2 Exit. Avoid lanes 2 and 3.,YS,YISHUN,NR,NORTH REGION,expressway
18896.7125311364,41242.5780063418,Accident,14/2/2018,Accident on KJE (towards PIE) before Choa Chu Kang Dr Exit with congestion till BKE Entrance.,CK,CHOA CHU KANG,WR,WEST REGION,expressway
24542.8468034475,44377.3589833238,Accident,14/2/2018,Accident on SLE (towards BKE) after Mandai Rd Exit.,MD,MANDAI,NR,NORTH REGION,expressway
19939.073071636,41279.9610234011,Accident,14/2/2018,Accident on KJE (towards PIE) at Senja Rd Entrance.,BP,BUKIT PANJANG,WR,WEST REGION,expressway
29832.8935176205,42040.0309938488,Accident,13/2/2018,Accident on SLE (towards BKE) after TPE Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
25607.1627601401,29532.6989570409,Accident,13/2/2018,Accident on AYE (towards Tuas) after Lower Delta Rd Exit. Avoid lane 3.,BM,BUKIT MERAH,CR,CENTRAL REGION,expressway
21102.6760289724,44097.2700435739,Accident,13/2/2018,Accident on BKE (towards Woodlands) after Mandai Rd Entrance. Avoid lane 3.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway
29532.8165604758,28778.3110237726,Accident,13/2/2018,Accident on Anson Road (towards Robinson Road) after Choon Guan Street.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,non_expressway
35689.6943734336,31260.0999988505,Accident,13/2/2018,Accident on ECP (towards Changi Airport) before Still Rd Sth Exit with congestion till Fort Rd Exit. Avoid lane 1.,MP,MARINE PARADE,CR,CENTRAL REGION,expressway
35685.9079284836,34175.3279933058,Accident,13/2/2018,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Kallang Way. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
18068.8363523633,33993.7380431647,Accident,13/2/2018,Accident on AYE (towards Tuas) after Jurong Town Hall Exit.,JE,JURONG EAST,WR,WEST REGION,expressway
44378.6966877225,35554.7500174291,Accident,13/2/2018,Accident on PIE (towards Changi Airport) at ECP(City) Exit.,CH,CHANGI,ER,EAST REGION,expressway
30782.7382595123,39741.1090420855,Accident,13/2/2018,Accident on CTE (towards SLE) at Ang Mo Kio Ave 5 Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
31085.447033737,39187.5509710165,Accident,13/2/2018,Accident on Ang Mo Kio Avenue 5 (towards Ang Mo Kio Avenue 3) after CTE.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway
39986.9250158704,35407.5119707878,Accident,13/2/2018,Accident on PIE (towards Tuas) after Tampines.,TM,TAMPINES,ER,EAST REGION,expressway
26864.0118760277,29006.3109492032,Accident,13/2/2018,Accident on AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Lower Delta Rd Exit. Avoid lane 2.,BM,BUKIT MERAH,CR,CENTRAL REGION,expressway
23294.8590507988,45157.0699812767,Accident,13/2/2018,Accident on SLE (towards BKE) before Woodlands Ave 2 Exit with congestion till Mandai Rd Exit. Avoid lane 2.,MD,MANDAI,NR,NORTH REGION,expressway
21084.306615843,33498.069946295,Accident,13/2/2018,Accident on Ulu Pandan Road near Clementi Road/Ulu Pandan Road Junction.,BT,BUKIT TIMAH,CR,CENTRAL REGION,non_expressway
18289.743936054,33900.0310305829,Accident,13/2/2018,Accident on AYE (towards Tuas) at Jurong Town Hall Exit.,JE,JURONG EAST,WR,WEST REGION,expressway
30731.6354445602,41846.6599465433,Accident,13/2/2018,Accident on SLE (towards CTE) after TPE Exit. Avoid lanes 2 and 3.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway
28475.8260329373,32010.5390430815,Accident,13/2/2018,Accident on Cairnhill Road near Cairnhill Circle/Cairnhill Road Junction.,NT,NEWTON,CR,CENTRAL REGION,non_expressway
35996.5534997421,33728.4609710573,Accident,12/2/2018,Accident on Jalan Eunos (towards Hougang) after Changi Road.,BD,BEDOK,ER,EAST REGION,non_expressway
29922.6795323305,42047.9220442794,Accident,12/2/2018,Accident on SLE (towards CTE) before TPE Exit. Avoid lane 1.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
36093.9021335873,34381.171970511,Accident,12/2/2018,Accident on PIE (towards Changi Airport) at Jalan Eunos Entrance.,BD,BEDOK,ER,EAST REGION,expressway
24547.9327853392,44394.3009911491,Accident,12/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 2.,MD,MANDAI,NR,NORTH REGION,expressway
36112.8799489183,34283.2380551058,Accident,12/2/2018,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Kallang. Avoid lanes 2 and 3.,BD,BEDOK,ER,EAST REGION,expressway
28358.3667260393,34360.8710309434,Accident,12/2/2018,Accident on PIE (towards Changi Airport) before Thomson Rd with congestion till Lornie Rd. Avoid lane 1.,NV,NOVENA,CR,CENTRAL REGION,expressway
24501.6358240861,29610.0509848853,Accident,12/2/2018,Accident on AYE (towards Tuas) before Alexandra Rd Entrance.,BM,BUKIT MERAH,CR,CENTRAL REGION,expressway
41479.1338884849,36673.8400144023,Accident,12/2/2018,Accident on PIE (towards Changi Airport) before Tampines St 31. Avoid lane 2.,TM,TAMPINES,ER,EAST REGION,expressway
19417.5787306828,33486.6090521782,Accident,12/2/2018,Accident on AYE (towards Tuas ) after Clementi Ave 6 Exit. Avoid lane 4.,CL,CLEMENTI,WR,WEST REGION,expressway
22500.6706861661,31008.9390161129,Accident,12/2/2018,Accident on AYE (towards MCE) after Buona Vista Exit. Avoid lanes 1 and 2.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway
23071.9230916234,45259.3590264391,Accident,12/2/2018,Accident on SLE (towards CTE) after Woodlands Ave 2 Exit. Avoid lane 3.,WD,WOODLANDS,NR,NORTH REGION,expressway
33731.8401753906,34417.5779572596,Accident,12/2/2018,Accident on KPE (towards ECP) after Airport Rd Entrance. Avoid lane 3.,GL,GEYLANG,CR,CENTRAL REGION,expressway
39399.2056096336,32961.6800093642,Accident,12/2/2018,Accident on Upper East Coast Road (towards City) after Bayshore Road with congestion till Bedok South Avenue 3. Avoid right lane.,BD,BEDOK,ER,EAST REGION,non_expressway
22005.126187597,43617.8090133019,Accident,12/2/2018,Accident on Mandai Road (towards Mandai Lake Road) after Jalan Ulu Sembawang with congestion.,MD,MANDAI,NR,NORTH REGION,non_expressway
44807.3415379894,36614.5199550232,Accident,12/2/2018,Accident on Airport Boulevard (towards South Perimeter Road) after T3 Departure Drive.,CH,CHANGI,ER,EAST REGION,non_expressway
24529.3148773688,44407.840040918,Accident,12/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 1.,MD,MANDAI,NR,NORTH REGION,expressway
21987.060960898,35593.0509980245,Accident,12/2/2018,Accident on Jalan Anak Bukit (towards City) after Jalan Jurong Kechil with congestion till Jalan Jurong Kechil. Avoid right lane.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway
29030.6836618421,30279.551014434,Accident,12/2/2018,Accident in CTE Tunnel (towards AYE) before Havelock Exit. Avoid lanes 1 and 2.,SR,SINGAPORE RIVER,CR,CENTRAL REGION,expressway
14286.9295327503,33779.5310343856,Accident,11/2/2018,Accident on Jalan Boon Lay (towards Jurong Pier Road) after Jalan Ahmad Ibrahim.,BL,BOON LAY,WR,WEST REGION,non_expressway
39823.5360305531,39324.9999633011,Accident,11/2/2018,Accident on TPE (towards PIE) before Elias Rd Exit.,PR,PASIR RIS,ER,EAST REGION,expressway
39175.7640979803,35243.9609976839,Accident,11/2/2018,Accident on PIE (towards Tuas) at Bedok North Ave 3 Exit.,BD,BEDOK,ER,EAST REGION,expressway
20980.936074792,36808.738047616,Accident,11/2/2018,Accident on Upper Bukit Timah Road (towards Woodlands) after Old Jurong Road. Avoid left lane.,BK,BUKIT BATOK,WR,WEST REGION,non_expressway
21391.4757027708,41539.0119633955,Accident,11/2/2018,Accident on KJE (towards BKE) at BKE(Woodlands) Exit.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway
30828.1658955112,39738.7499632941,Accident,11/2/2018,Accident on CTE (towards AYE) after AMK Ave 5 Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
23640.0563753303,28667.1800343036,Accident,10/2/2018,Accident on West Coast Highway (towards City) at W Coast Hwy Flyover.,QT,QUEENSTOWN,CR,CENTRAL REGION,non_expressway
32850.9958769037,33571.3979905089,Accident,10/2/2018,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
27782.3304575145,34254.2189915051,Accident,10/2/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 3.,NV,NOVENA,CR,CENTRAL REGION,expressway
25818.043298803,34441.0700188712,Accident,10/2/2018,Accident on Adam Road (towards Braddell) after Bt Timah Road. Avoid left lane.,BT,BUKIT TIMAH,CR,CENTRAL REGION,non_expressway
30961.44546003,38601.6289833743,Accident,10/2/2018,Accident on CTE (towards SLE) after AMK Ave 3 Exit. Avoid lane 1.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
30777.4467569881,40251.1989826884,Accident,10/2/2018,Accident on CTE (towards SLE) after AMK Ave 5 Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
20779.6677167009,46816.8400462898,Accident,10/2/2018,Accident on BKE (towards PIE) at Woodlands Checkpoint Entrance.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway
27415.752880488,34325.4799451947,Accident,10/2/2018,Accident on PIE (towards Changi Airport) after Stevens Rd Exit.,NV,NOVENA,CR,CENTRAL REGION,expressway
21425.8291154393,41504.6720373716,Accident,10/2/2018,Accident on BKE (towards Woodlands) after KJE Exit. Avoid lane 1.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway
30493.969041496,33699.5700083796,Accident,10/2/2018,Accident on CTE (towards AYE) after Balestier Rd Exit. Avoid lane 4.,KL,KALLANG,CR,CENTRAL REGION,expressway
30548.5564605181,33740.8200204919,Accident,10/2/2018,Accident on CTE (towards AYE) at Balestier Rd Exit.,KL,KALLANG,CR,CENTRAL REGION,expressway
33518.8410432698,33935.354978524,Accident,10/2/2018,Accident on KPE (towards TPE) after Sims Ave Entrance. Avoid lane 2.,GL,GEYLANG,CR,CENTRAL REGION,expressway
28368.9091777288,31862.3589606246,Accident,10/2/2018,Accident on Bideford Road (towards Cairnhill Road) after Orchard Link. Avoid right lane.,NT,NEWTON,CR,CENTRAL REGION,non_expressway
29561.1984916573,28326.4490202864,Accident,9/2/2018,Accident on AYE (towards MCE) after Keppel Rd Entrance. Avoid lane 4.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,expressway
35826.3661787993,34205.2380461408,Accident,9/2/2018,Accident on PIE (towards Changi Airport) before Jalan Eunos. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
40982.9080675086,34540.039009842,Accident,9/2/2018,Accident on Upper Changi Road East (toward Changi) after Bedok Road. Avoid left lane.,BD,BEDOK,ER,EAST REGION,non_expressway
15888.4264087644,37453.4999831953,Accident,9/2/2018,Accident on PIE (towards Tuas) after Jurong East Ave 2 with congestion till Jurong Town Hall Rd. Avoid lanes 2 and 3.,JW,JURONG WEST,WR,WEST REGION,expressway
31066.4833854688,30228.2700546772,Accident,9/2/2018,Accident on Temasek Avenue near Bayfront Avenue/Raffles Avenue Junction.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,non_expressway
29405.2325055146,33018.6409891434,Accident,9/2/2018,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit. Avoid lane 4.,KL,KALLANG,CR,CENTRAL REGION,expressway
32844.1336497473,29445.6050382859,Accident,9/2/2018,Accident on MCE (towards ECP) before ECP (Changi) Exit. Avoid lane 5.,ME,MARINA EAST,CR,CENTRAL REGION,expressway
28723.4422217085,29926.0510430966,Accident,9/2/2018,Accident in CTE Tunnel (towards AYE) before Outram Rd Exit.,OT,OUTRAM,CR,CENTRAL REGION,expressway
22222.2239590411,31198.9390114304,Accident,9/2/2018,Accident on AYE (towards MCE) before Buona Vista Exit.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway
7579.40569622802,33597.0390492126,Accident,9/2/2018,Accident on Pioneer Road (towards Tuas) after Tuas Road. Avoid left lane.,TS,TUAS,WR,WEST REGION,non_expressway
18896.2674852436,41245.5390002244,Accident,9/2/2018,Accident on KJE (towards PIE) before Choa Chu Kang Dr Exit. Avoid lane 1.,CK,CHOA CHU KANG,WR,WEST REGION,expressway
20889.7759880506,31940.2889941407,Accident,9/2/2018,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Jurong Town Hall Exit. Avoid lane 1.,CL,CLEMENTI,WR,WEST REGION,expressway
17356.5320048217,35066.1090512124,Accident,9/2/2018,Accident on Jurong Town Hall Road near Jurong East Central/Jurong Town Hall Road Junction.,JE,JURONG EAST,WR,WEST REGION,non_expressway
33897.8525831518,33835.0199459751,Accident,9/2/2018,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Paya Lebar Rd. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
33171.3526513048,36102.3090458508,Accident,9/2/2018,Accident on Bartley Road (towards Braddell) after Mount Vernon Road.,TP,TOA PAYOH,CR,CENTRAL REGION,expressway
39848.8767366702,39315.3009989077,Accident,9/2/2018,Accident on TPE (towards PIE) before Elias Rd Exit with congestion till Pasir Ris Dr 12 Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,expressway
33955.7524331901,42558.4219802724,Accident,9/2/2018,Accident on TPE (towards SLE) after Punggol Rd Exit. Avoid lane 1.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway
35195.8451682758,34072.1289992518,Accident,8/2/2018,Accident on PIE (towards Changi Airport) after Paya Lebar with congestion till Kallang Way. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
25534.6397902937,35233.1909617581,Accident,8/2/2018,Accident on PIE (towards Changi Airport) before Lornie Rd.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway
30867.8954908784,36621.359054144,Accident,8/2/2018,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till Yio Chu Kang Rd Exit. Avoid lane 4.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway
25439.6949245999,42947.9690229273,Accident,8/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit with congestion till Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
18204.7734373764,41233.1020412137,Accident,8/2/2018,Accident on KJE (towards PIE) after Choa Chu Kang Dr Exit with congestion till BKE Entrance. Avoid lane 1.,CK,CHOA CHU KANG,WR,WEST REGION,expressway
19548.5530624744,41200.1209802262,Accident,8/2/2018,Accident on KJE (towards BKE) after Woodlands Rd Exit.,BP,BUKIT PANJANG,WR,WEST REGION,expressway
13085.1378122578,37636.0900097113,Accident,8/2/2018,Accident on PIE (towards Tuas) before Jalan Bahar with congestion till KJE. Avoid lane 4.,JW,JURONG WEST,WR,WEST REGION,expressway
21261.4863797546,43024.1209970791,Accident,8/2/2018,Accident on BKE (towards PIE) after Mandai Rd Exit with congestion till Mandai Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
32091.4624828907,34334.2699856848,Accident,8/2/2018,Accident on PIE (towards Tuas) at CTE(CITY) Exit.,KL,KALLANG,CR,CENTRAL REGION,expressway
26991.3649546743,29482.9100006214,Accident,7/2/2018,Accident on Lower Delta Road (towards Tiong Bahru Road) after Jalan Bukit Merah. Avoid left lane.,BM,BUKIT MERAH,CR,CENTRAL REGION,non_expressway
26991.3649546743,29482.9100006214,Accident,7/2/2018,Accident on Lower Delta Road (towards Tiong Bahru Road) after Jalan Bukit Merah.,BM,BUKIT MERAH,CR,CENTRAL REGION,non_expressway
26991.3649546743,29482.9100006214,Accident,7/2/2018,Accident on Lower Delta Road (towards Tiong Bahru Road) after Jalan Bukit Merah. Avoid left lane.,BM,BUKIT MERAH,CR,CENTRAL REGION,non_expressway
26991.3649546743,29482.9100006214,Accident,7/2/2018,Accident on Lower Delta Road (towards Tiong Bahru Road) after Jalan Bukit Merah.,BM,BUKIT MERAH,CR,CENTRAL REGION,non_expressway
34364.2304055274,42519.7110283378,Accident,7/2/2018,Accident on TPE (towards PIE) before Sengkang Exit.,PG,PUNGGOL,NER,NORTH-EAST REGION,expressway
39636.5015807788,36326.9410258742,Accident,7/2/2018,Accident on Tampines Avenue 1 (towards Tampines Avenue 4) after Tampines Avenue 8.,TM,TAMPINES,ER,EAST REGION,non_expressway
30073.0289824636,36163.8090504004,Accident,7/2/2018,Accident on Braddell Road (towards Bishan Road) after Lorong 6 Toa Payoh. Avoid left lane.,TP,TOA PAYOH,CR,CENTRAL REGION,non_expressway
36679.3082138535,31566.8910134467,Accident,7/2/2018,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit.,MP,MARINE PARADE,CR,CENTRAL REGION,expressway
32928.294195058,29991.5039868718,Accident,7/2/2018,Accident on MCE (towards AYE) after ECP (City) Entrance. Avoid lane 1.,ME,MARINA EAST,CR,CENTRAL REGION,expressway
32292.7894343018,34104.4999646606,Accident,6/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till Paya Lebar Rd. Avoid lane 2.,KL,KALLANG,CR,CENTRAL REGION,expressway
22055.5610627371,38694.9689965714,Accident,6/2/2018,Accident on BKE (towards PIE) at Dairy Farm Rd Exit. Dairy Farm Rd Exit closed.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
26409.6787422461,33847.1909849351,Accident,6/2/2018,Accident on Bukit Timah Road (towards Woodlands) after Kheam Hock Road. Avoid left lane.,TN,TANGLIN,CR,CENTRAL REGION,non_expressway
28809.4513540578,28873.6309785792,Accident,6/2/2018,Accident on Cantonment Road (towards Neil Road) after Everton Park. Avoid right lane.,BM,BUKIT MERAH,CR,CENTRAL REGION,non_expressway
30560.4146673463,39030.0309990533,Accident,6/2/2018,Accident on Ang Mo Kio Avenue 3 (towards Ang Mo Kio Avenue 10) after Ang Mo Kio Street 43.,AM,ANG MO KIO,NER,NORTH-EAST REGION,non_expressway
24721.391798347,44241.8910327642,Accident,6/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 1.,MD,MANDAI,NR,NORTH REGION,expressway
30893.7037854997,29089.989993301,Accident,6/2/2018,Accident on Sheares Avenue (towards Marina Boulevard) after Sheares Link.,MS,MARINA SOUTH,CR,CENTRAL REGION,non_expressway
28489.29663594,41907.2620275813,Accident,6/2/2018,Accident on SLE (towards BKE) before Lentor Ave Exit. Avoid lane 2.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
16964.4568425114,40189.140966024,Accident,6/2/2018,Accident on KJE (towards PIE) at Sungei Tengah Rd Exit.,CK,CHOA CHU KANG,WR,WEST REGION,expressway
20886.9715009835,31941.979977093,Accident,6/2/2018,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Jurong Town Hall Exit. Avoid lane 2.,CL,CLEMENTI,WR,WEST REGION,expressway
24165.9490879616,44684.6909894012,Accident,6/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit. Avoid lane 4.,MD,MANDAI,NR,NORTH REGION,expressway
25432.59491837,42953.8280173693,Accident,6/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
25971.1684112614,41986.9689875231,Accident,6/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
27826.7250093995,35851.7619903395,Accident,5/2/2018,Accident on Macritchie Viaduct (towards Braddell) after PIE.,NV,NOVENA,CR,CENTRAL REGION,non_expressway
35963.7842308451,33530.7700347664,Accident,5/2/2018,Accident on Sims Avenue near Jalan Eunos/Sims Avenue Junction.,GL,GEYLANG,CR,CENTRAL REGION,non_expressway
29616.8549853769,39857.7699762358,Accident,5/2/2018,Accident on Ang Mo Kio Avenue 5 near Ang Mo Kio Avenue 5/Ang Mo Kio Avenue 8 Junction.,AM,ANG MO KIO,NER,NORTH-EAST REGION,non_expressway
13339.4954278794,37969.9880271114,Accident,5/2/2018,"Accident on PIE (towards Changi Airport) before KJE. Avoid lanes 1, 2 and 3.",WC,WESTERN WATER CATCHMENT,WR,WEST REGION,expressway
37226.1185923435,40640.8280366193,Accident,5/2/2018,Accident on TPE (towards PIE) before KPE Exit with congestion till Sengkang Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,expressway
