X,Y,Type,Latitude,Longitude,Date,Time,Descriptio,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,RoadType,join_osm_i,join_name,join_ref,join_type,join_onewa,join_bridg,join_maxsp,distance
42395.5212556067,37736.0780396705,Heavy Traffic,1.35754,103.96267,12/2/2018,8:34:00 AM,Heavy Traffic on TPE (towards PIE) between Pasir Ris Dr 8 Exit and PIE Exit.,PASIR RIS,PR,EAST REGION,ER,expressway,32983731,Tampines Expressway,TPE,motorway,1,0,90,8.258523972901141
42399.355492583,36999.7889731732,Heavy Traffic,1.35088,103.96271,12/2/2018,8:10:00 AM,Heavy Traffic on PIE (towards Changi Airport) at TPE Exit.,TAMPINES,TM,EAST REGION,ER,expressway,34403033,Tampines Expressway,Exit,motorway_link,1,0,,5.536624006187489
12249.0740670491,36570.0899695939,Heavy Traffic,1.34700,103.69179,12/2/2018,8:02:00 AM,Heavy Traffic on PIE (towards Tuas) at Pioneer Rd North Exit.,JURONG WEST,JW,WEST REGION,WR,expressway,44786137,,,motorway_link,1,0,,5.073548247168253
36378.9176086189,39351.6600009373,Heavy Traffic,1.37216,103.90861,12/2/2018,7:57:00 AM,Heavy Traffic on KPE (towards ECP) between Buangkok Dr Exit and Buangkok Dr Entrance.,PAYA LEBAR,PL,EAST REGION,ER,expressway,483100680,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,80,7.799424163706032
15355.6148516577,33976.1599850076,Heavy Traffic,1.32354,103.71970,12/2/2018,7:56:00 AM,Heavy Traffic on AYE (towards Tuas) between Jurong Town Hall Exit and Jurong Port Rd Exit.,JURONG EAST,JE,WEST REGION,WR,expressway,44638536,Corporation Flyover,AYE,motorway,1,1,,7.965563117058155
36908.3698591745,41002.2190181062,Heavy Traffic,1.38708,103.91337,12/2/2018,7:48:00 AM,Heavy Traffic on TPE (towards PIE) after Punggol Rd Exit.,PUNGGOL,PG,NORTH-EAST REGION,NER,expressway,74549051,Tampines Expressway,TPE,motorway,1,0,90,2.259637284671785
21718.7262525802,45224.1480376264,Heavy Traffic,1.42526,103.77688,12/2/2018,7:37:00 AM,Heavy Traffic on SLE (towards BKE) before BKE Exit,MANDAI,MD,NORTH REGION,NR,expressway,95841005,Seletar Expressway,SLE,motorway,1,0,90,6.527973555498559
9363.29499378556,34257.2190322198,Heavy Traffic,1.32608,103.66586,12/2/2018,7:20:00 AM,Heavy Traffic on PIE (towards Tuas) at AYE Exit.,PIONEER,PN,WEST REGION,WR,expressway,479568578,Upper Jurong Road,,motorway_link,1,0,,8.659269374170155
25845.481550141,35117.6600291391,Heavy Traffic,1.33387,103.81396,12/2/2018,7:19:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,2.422562983443153
27399.6826207432,34322.960973703,Heavy Traffic,1.32668,103.82792,12/2/2018,7:17:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Eng Neo Ave and Stevens Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,479181644,Pan-Island Expressway,PIE,motorway,1,0,80,5.476806570011487
32640.1550885669,33662.9879856746,Heavy Traffic,1.32071,103.87501,12/2/2018,7:11:00 AM,Heavy Traffic on PIE (towards Tuas) between Paya Lebar Rd and KPE Exit.,GEYLANG,GL,CENTRAL REGION,CR,expressway,479174893,Pan-Island Expressway,PIE,motorway,1,0,90,2.081945244805484
21331.702479509,44964.5119608705,Heavy Traffic,1.42292,103.77340,12/2/2018,7:08:00 AM,Heavy Traffic on SLE (towards BKE) at BKE(PIE) Exit.,MANDAI,MD,NORTH REGION,NR,expressway,480923891,Seletar Expressway,SLE,motorway,1,0,50,1.566922301721260
30954.357982994,36426.0,Heavy Traffic,1.34570,103.85987,12/2/2018,7:00:00 AM,Heavy Traffic on CTE (towards AYE) at Braddell Rd Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,477026787,Braddell Road,Exit 10,motorway_link,1,0,50,0.824906438347931
30733.5850857018,33971.9490445704,Heavy Traffic,1.32350,103.85788,11/2/2018,9:28:00 PM,Heavy Traffic on CTE (towards SLE) between Bukit Timah Rd Entrance and Jalan Bahagia Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,167813073,Central Expressway,CTE,motorway,1,1,90,7.901012105975854
35959.1726731708,41951.421968635,Heavy Traffic,1.39567,103.90484,10/2/2018,10:39:00 PM,Heavy Traffic on TPE (towards SLE) at Punggol Rd Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,32776625,Punggol Interchange,,motorway_link,1,0,50,5.001890709173942
31044.4857239288,38858.4099794694,Heavy Traffic,1.36770,103.86068,10/2/2018,10:12:00 PM,Heavy Traffic on CTE (towards SLE) between Merchant Rd Exit and AMK Ave 3 Exit.,ANG MO KIO,AM,NORTH-EAST REGION,NER,expressway,304817403,Central Expressway,CTE,motorway,1,0,90,1.912477935395610
30069.9445533913,33438.0590439843,Heavy Traffic,1.31868,103.85192,10/2/2018,6:42:00 PM,Heavy Traffic on CTE (towards AYE) between PIE(Changi) Exit and Moulmein Rd Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,200159296,Moulmein Flyover,CTE,motorway,1,1,90,5.560159127780557
31156.3818704425,34414.7190492588,Heavy Traffic,1.32751,103.86168,10/2/2018,5:51:00 PM,Heavy Traffic on CTE (towards SLE) between Moulmein Rd Exit and PIE(Changi) Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,482108853,Central Expressway,CTE,motorway,1,0,90,2.485704866381280
23932.2734068462,44791.3710190847,Heavy Traffic,1.42135,103.79677,10/2/2018,5:45:00 PM,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit.,MANDAI,MD,NORTH REGION,NR,expressway,22823193,,,motorway_link,1,0,,1.471858682445845
32359.85415959,34016.3090232537,Heavy Traffic,1.32391,103.87249,10/2/2018,5:44:00 PM,Heavy Traffic on PIE (towards Tuas) between Paya Lebar Rd and KPE Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,479616336,Pan-Island Expressway,PIE,motorway,1,0,90,8.286138140990401
20794.695422942,46182.4490236377,Heavy Traffic,1.43393,103.76857,10/2/2018,4:34:00 PM,Heavy Traffic on BKE (towards Woodlands) before Woodlands Rd Exit.,WOODLANDS,WD,NORTH REGION,NR,expressway,75402266,Bukit Timah Expressway,BKE,motorway,1,0,90,7.382526322237535
23828.5337429418,44832.749951507,Heavy Traffic,1.42173,103.79583,10/2/2018,3:27:00 PM,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit.,MANDAI,MD,NORTH REGION,NR,expressway,22823193,,,motorway_link,1,0,,3.600477277097232
28856.9185687662,32165.4099832059,Heavy Traffic,1.30717,103.84102,10/2/2018,2:22:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Cairnhill Circle Exit.,NEWTON,NT,CENTRAL REGION,CR,expressway,41895464,Cairnhill Circle,Exit 5,motorway_link,1,0,,3.602980872909691
33197.0186402188,33608.0389496823,Heavy Traffic,1.32021,103.88002,10/2/2018,2:10:00 PM,Heavy Traffic on PIE (towards Tuas) between Paya Lebar Rd and KPE Exit.,GEYLANG,GL,CENTRAL REGION,CR,expressway,74628616,Pan-Island Expressway,PIE,motorway,1,0,90,8.402972829875965
25838.1141979107,35119.5510283196,Heavy Traffic,1.33388,103.81389,10/2/2018,12:34:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,1.802245394714924
25897.4092021794,35111.8589775003,Heavy Traffic,1.33381,103.81443,10/2/2018,8:50:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,3.069187364607315
20782.5514474707,46476.5200473499,Heavy Traffic,1.43659,103.76846,9/2/2018,10:25:00 PM,Heavy Traffic on BKE (towards Woodlands) at Woodlands Rd Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,44361304,Bukit Timah Expressway,BKE,motorway_link,1,0,,0.474022913020928
30936.8876598467,34160.172025017,Heavy Traffic,1.32521,103.85971,9/2/2018,10:18:00 PM,Heavy Traffic on CTE (towards SLE) between Kramat Rd Entrance and Jalan Bahagia Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,482108851,Central Expressway,CTE,motorway,1,0,90,6.977107118790166
30955.4471420523,38591.5700273673,Heavy Traffic,1.36528,103.85988,9/2/2018,10:09:00 PM,Heavy Traffic on CTE (towards SLE) between PIE(Changi) Exit and AMK Ave 3 Exit.,ANG MO KIO,AM,NORTH-EAST REGION,NER,expressway,445282903,Central Expressway,CTE,motorway,1,0,90,0.729820446230522
36028.9396914487,41907.7499502467,Heavy Traffic,1.39527,103.90547,9/2/2018,10:01:00 PM,Heavy Traffic on TPE (towards SLE) at Punggol Rd Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,32776625,Punggol Interchange,,motorway_link,1,0,50,2.615590949847132
37101.0162450063,40763.4800507978,Heavy Traffic,1.38492,103.91510,9/2/2018,6:51:00 PM,Heavy Traffic on TPE (towards SLE) between Tampines Ave 7 Exit and Tampines Flyover.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,478293981,Tampines Expressway,TPE,motorway,1,0,90,6.503707107772921
32205.291110608,34245.8199662938,Heavy Traffic,1.32598,103.87111,9/2/2018,6:29:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Kallang Way Exit.,GEYLANG,GL,CENTRAL REGION,CR,expressway,49331781,Kallang-Paya Lebar Expressway,Exit,motorway_link,1,0,,0.029326969325130
29004.452545269,30200.1190419159,Heavy Traffic,1.28939,103.84234,9/2/2018,6:28:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Havelock Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,45070963,Chin Swee Tunnel,CTE,motorway_link,1,0,,3.169864544676325
18513.4139780055,33873.9299912585,Heavy Traffic,1.32262,103.74808,9/2/2018,6:26:00 PM,Heavy Traffic on AYE (towards Tuas) at Jurong Town Hall Exit.,JURONG EAST,JE,WEST REGION,WR,expressway,479119305,Exit Ramp #13,,motorway_link,1,0,50,0.336500429830518
31665.4082582814,34576.8980276898,Heavy Traffic,1.32898,103.86625,9/2/2018,6:25:00 PM,Heavy Traffic on PIE (towards Changi Airport) between Eng Neo Ave and Kallang Way.,TOA PAYOH,TP,CENTRAL REGION,CR,expressway,479175250,Pan-Island Expressway,PIE,motorway,1,0,90,6.415523638033685
6759.16494656639,36110.7890337061,Heavy Traffic,1.34284,103.64246,9/2/2018,6:23:00 PM,Heavy Traffic on AYE (towards Tuas) before Tuas West Dr Exit.,TUAS,TS,WEST REGION,WR,expressway,123267192,Ayer Rajah Expressway,AYE,motorway,1,0,,3.783738914690375
29728.4481627341,28374.3200317404,Heavy Traffic,1.27288,103.84885,9/2/2018,6:22:00 PM,Heavy Traffic on AYE (towards MCE) between Lower Delta Rd Exit and Keppel Rd Entrance.,DOWNTOWN CORE,DT,CENTRAL REGION,CR,expressway,74607483,Ayer Rajah Expressway,AYE,motorway,1,1,,1.368613582751563
39239.6504324906,32357.429956438,Heavy Traffic,1.30890,103.93431,9/2/2018,6:22:00 PM,Heavy Traffic on ECP (towards City) between East Coast Park Carpark H Exit and Still Rd Sth Exit.,BEDOK,BD,EAST REGION,ER,expressway,174262752,East Coast Parkway,ECP,motorway,1,0,90,6.421618590926266
23094.8990187702,36651.9489977855,Heavy Traffic,1.34774,103.78924,9/2/2018,5:51:00 PM,Heavy Traffic on PIE (towards Changi Airport) between Bukit Batok Rd and BKE.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,188166138,Pan-Island Expressway,PIE,motorway,1,0,80,2.482606492091759
37101.8542979141,31684.6700476489,Heavy Traffic,1.30282,103.91510,9/2/2018,5:51:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Fort Rd Exit and Still Rd Sth Exit.,MARINE PARADE,MP,CENTRAL REGION,CR,expressway,226212626,East Coast Parkway,ECP,motorway,1,0,90,3.517962922965770
24657.214008465,44294.7619517399,Heavy Traffic,1.41686,103.80328,9/2/2018,5:50:00 PM,Heavy Traffic on SLE (towards CTE) between BKE Entrance and Mandai Ave Exit.,MANDAI,MD,NORTH REGION,NR,expressway,480874196,Seletar Expressway,SLE,motorway,1,0,90,9.018947885691110
26025.9798445146,34812.2699743275,Heavy Traffic,1.33110,103.81558,9/2/2018,5:45:00 PM,Heavy Traffic on Adam Road (towards Braddell) between Farrer U/P and Farrer F/O.,NOVENA,NV,CENTRAL REGION,CR,expressway,123220239,,,motorway_link,1,0,,5.488020112274245
18026.3249734136,34033.7619780261,Heavy Traffic,1.32406,103.74370,9/2/2018,5:37:00 PM,Heavy Traffic on AYE (towards MCE) at Jurong Town Hall Rd Exit.,JURONG EAST,JE,WEST REGION,WR,expressway,479774980,Exit Ramp #13,,motorway_link,1,0,,0.027612046780357
20213.7365484292,32631.608999406,Heavy Traffic,1.31138,103.76336,9/2/2018,5:20:00 PM,Heavy Traffic on AYE (towards Tuas) between Normanton Exit and Clementi Ave 6 Exit.,CLEMENTI,CL,WEST REGION,WR,expressway,479165268,Ayer Rajah Expressway,AYE,motorway,1,0,90,4.862302796677636
21051.7457707465,41375.2190300758,Heavy Traffic,1.39046,103.77088,9/2/2018,5:07:00 PM,Heavy Traffic on KJE (towards BKE) between Woodlands Rd Exit and BKE Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,15773055,,,motorway_link,1,0,90,7.855995117483865
25004.4850105175,29583.9799886203,Heavy Traffic,1.28382,103.80640,9/2/2018,5:00:00 PM,Heavy Traffic on AYE (towards MCE) between Clementi Rd Entrance and Alexandra.,BUKIT MERAH,BM,CENTRAL REGION,CR,expressway,480749322,Ayer Rajah Expressway,AYE,motorway,1,0,90,4.473632687826832
20785.5685030103,46520.1210289491,Heavy Traffic,1.43699,103.76849,9/2/2018,4:58:00 PM,Heavy Traffic on BKE (towards Woodlands) before Woodlands Checkpoint.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,44361304,Bukit Timah Expressway,BKE,motorway_link,1,0,,3.281085863467565
23464.5568533035,45088.5510101444,Heavy Traffic,1.42404,103.79256,9/2/2018,4:57:00 PM,Heavy Traffic on SLE (towards CTE) at Woodlands Ave 12 Exit.,WOODLANDS,WD,NORTH REGION,NR,expressway,37584635,,,motorway_link,1,0,50,0.652359957787498
36585.8802260764,31538.9800184231,Heavy Traffic,1.30150,103.91047,9/2/2018,4:52:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Tg Katong Rd Exit and Still Rd Sth Exit.,MARINE PARADE,MP,CENTRAL REGION,CR,expressway,44488270,Marine Parade Flyover,,motorway_link,1,1,,5.116181207280260
31001.6796922798,36278.9610087753,Heavy Traffic,1.34437,103.86029,9/2/2018,4:23:00 PM,Heavy Traffic on CTE (towards AYE) at Upper Serangoon Rd Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,251597155,,,motorway_link,1,1,,1.700958190046541
23766.21431608,44859.3979941401,Heavy Traffic,1.42197,103.79527,9/2/2018,4:18:00 PM,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit.,MANDAI,MD,NORTH REGION,NR,expressway,22823193,,,motorway_link,1,0,,4.843594850631017
30426.3718613758,33650.2379755999,Heavy Traffic,1.32060,103.85512,9/2/2018,4:09:00 PM,Heavy Traffic on CTE (towards SLE) between Cairnhill Circle Entrance and Moulmein Rd Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,45249367,Moulmein Flyover,CTE,motorway,1,1,90,3.618474486618053
25911.9658457506,35108.2189620572,Heavy Traffic,1.33378,103.81456,9/2/2018,3:41:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,2.766935744659893
29290.8055436398,32629.3109925708,Heavy Traffic,1.31136,103.84492,9/2/2018,3:27:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Bukit Timah Rd Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,45248319,Central Expressway,CTE,motorway,1,0,,22.272855548100569
32290.8640546389,34108.5699754275,Heavy Traffic,1.32474,103.87187,9/2/2018,3:24:00 PM,Heavy Traffic on PIE (towards Tuas) between Jalan Eunos and KPE Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,479616336,Pan-Island Expressway,PIE,motorway,1,0,90,9.034769756489226
28855.6943756835,32163.8400376765,Heavy Traffic,1.30715,103.84101,9/2/2018,2:54:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Cairnhill Circle Exit.,NEWTON,NT,CENTRAL REGION,CR,expressway,41895464,Cairnhill Circle,Exit 5,motorway_link,1,0,,3.529330048070530
35335.2309696674,36334.2619858791,Heavy Traffic,1.34487,103.89923,9/2/2018,10:08:00 AM,Heavy Traffic on KPE (towards ECP) at Airport Road Exit.,PAYA LEBAR,PL,EAST REGION,ER,expressway,49331891,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,70,13.110262437921214
30721.4435437261,33951.9300064316,Heavy Traffic,1.32332,103.85777,9/2/2018,9:51:00 AM,Heavy Traffic on CTE (towards AYE) between AMK Ave 5 Exit and PIE(Jurong) Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,167813074,Central Expressway,CTE,motorway,1,0,90,9.569281757144621
29025.8649068613,30233.8200075429,Heavy Traffic,1.28970,103.84254,9/2/2018,8:49:00 AM,Heavy Traffic in CTE Tunnel (towards AYE) at Havelock Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,45070963,Chin Swee Tunnel,CTE,motorway_link,1,0,,7.891830671682364
23989.9866384354,29856.2789728098,Heavy Traffic,1.28628,103.79729,9/2/2018,8:35:00 AM,Heavy Traffic on AYE (towards Tuas) between Lower Delta Rd Exit and Normanton Exit.,QUEENSTOWN,QT,CENTRAL REGION,CR,expressway,479170650,Ayer Rajah Expressway,AYE,motorway,1,0,90,10.356476878318789
31674.912451968,34573.3280229853,Heavy Traffic,1.32894,103.86634,9/2/2018,8:33:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Thomson Rd and Kallang Way.,TOA PAYOH,TP,CENTRAL REGION,CR,expressway,479175250,Pan-Island Expressway,PIE,motorway,1,0,90,7.273012561357840
30835.153632025,36684.2300507235,Heavy Traffic,1.34803,103.85879,9/2/2018,8:15:00 AM,Heavy Traffic on CTE (towards AYE) between Yio Chu Kang Rd Exit and PIE(Changi) Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,174552484,Central Expressway,CTE,motorway,1,0,90,6.794010434594108
33648.7905682616,42576.0200161887,Heavy Traffic,1.40132,103.88408,9/2/2018,8:11:00 AM,Heavy Traffic on TPE (towards SLE) between Punggol Rd Exit and Jalan Kayu Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,62272687,Tampines Expressway,TPE,motorway,1,0,90,5.626372930735137
18080.9235707257,34024.6600186943,Heavy Traffic,1.32398,103.74419,9/2/2018,8:06:00 AM,Heavy Traffic on AYE (towards MCE) at Jurong Town Hall Rd Exit.,JURONG EAST,JE,WEST REGION,WR,expressway,479774980,Exit Ramp #13,,motorway_link,1,0,,3.333914398433137
38402.6753737283,39962.6719645602,Heavy Traffic,1.37768,103.92679,9/2/2018,8:03:00 AM,Heavy Traffic on TPE (towards PIE) between Sengkang Exit and Pasir Ris Dr 12 Exit.,PAYA LEBAR,PL,EAST REGION,ER,expressway,74549066,Tampines Expressway,TPE,motorway,1,0,90,9.105200237143194
24832.7985959478,44132.9999457295,Heavy Traffic,1.41540,103.80486,9/2/2018,7:48:00 AM,Heavy Traffic on SLE (towards CTE) between Woodlands Ave 2 Exit and Mandai Ave Exit.,MANDAI,MD,NORTH REGION,NR,expressway,480874196,Seletar Expressway,SLE,motorway,1,0,90,8.138986007159836
20717.4091016164,34919.8200103957,Heavy Traffic,1.33208,103.76788,9/2/2018,7:39:00 AM,Heavy Traffic on PIE (towards Tuas) at Clementi Ave 6 Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,44829774,Clementi North Interchange,,motorway_link,1,0,50,0.182452368996523
30956.9733091602,36422.8279727197,Heavy Traffic,1.34567,103.85989,9/2/2018,7:18:00 AM,Heavy Traffic on CTE (towards AYE) at Braddell Rd Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,477026787,Braddell Road,Exit 10,motorway_link,1,0,50,1.835375697234793
27059.5924254116,34457.1719577208,Heavy Traffic,1.32789,103.82487,9/2/2018,7:17:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Eng Neo Ave and Lornie Rd.,NOVENA,NV,CENTRAL REGION,CR,expressway,159090943,Pan-Island Expressway,PIE,motorway,1,0,,7.591616168922446
25854.195545505,35120.8280416822,Heavy Traffic,1.33389,103.81404,9/2/2018,7:07:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,2.527935535893188
9362.46035893983,34257.8520219612,Heavy Traffic,1.32608,103.66585,9/2/2018,7:05:00 AM,Heavy Traffic on PIE (towards Tuas) at AYE Exit.,PIONEER,PN,WEST REGION,WR,expressway,479568578,Upper Jurong Road,,motorway_link,1,0,,9.706630491648344
21387.9699579566,45024.7809684772,Heavy Traffic,1.42346,103.77390,9/2/2018,7:01:00 AM,Heavy Traffic on SLE (towards BKE) before BKE Exit.,MANDAI,MD,NORTH REGION,NR,expressway,95840927,,,motorway_link,1,0,,1.511186945709428
21386.7058853586,42153.6480504186,Heavy Traffic,1.39750,103.77389,9/2/2018,6:56:00 AM,Heavy Traffic on BKE (towards PIE) before KJE Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,478876321,Bukit Timah Expressway,BKE,motorway,1,0,90,11.811821667965209
37205.9322795294,40286.3550534681,Heavy Traffic,1.38061,103.91604,8/2/2018,6:13:00 PM,Heavy Traffic on KPE (towards TPE) at TPE(SLE) Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,32839192,Kallang-Paya Lebar Expressway,KPE,motorway_link,1,0,50,2.384030681950504
24110.3698116687,29783.0200187633,Heavy Traffic,1.28562,103.79837,8/2/2018,5:50:00 PM,Heavy Traffic on AYE (towards MCE) between Clementi Ave 2 Exit and Alexandra Rd Exit.,QUEENSTOWN,QT,CENTRAL REGION,CR,expressway,75007298,Ayer Rajah Expressway,AYE,motorway,1,0,90,1.891771012212473
37371.0540227908,40474.4690073343,Heavy Traffic,1.38231,103.91752,8/2/2018,5:48:00 PM,Heavy Traffic on TPE (towards SLE) after Tampines Rd Exit.,PAYA LEBAR,PL,EAST REGION,ER,expressway,32921891,Tampines Flyover,KPE,motorway_link,1,1,,3.350084546406745
42296.2895582287,37861.3910295188,Heavy Traffic,1.35868,103.96178,8/2/2018,5:44:00 PM,Heavy Traffic on TPE (towards SLE) at Tampines Ave 7 Exit.,TAMPINES,TM,EAST REGION,ER,expressway,44436766,,,motorway_link,1,0,50,1.097126181213538
40236.738193003,35625.07796984,Heavy Traffic,1.33845,103.94327,8/2/2018,5:39:00 PM,Heavy Traffic on PIE (towards Changi Airport) before Simei Ave.,TAMPINES,TM,EAST REGION,ER,expressway,383384443,Pan-Island Expressway,PIE,motorway,1,0,90,5.745276895789089
20936.2299921783,41379.9299518186,Heavy Traffic,1.39050,103.76985,8/2/2018,5:33:00 PM,Heavy Traffic on KJE (towards BKE) between Woodlands Rd Exit and BKE Exit.,BUKIT PANJANG,BP,WEST REGION,WR,expressway,481060199,Kranji Expressway,KJE,motorway,1,0,90,8.568716442597742
30877.0469325702,38380.6090400242,Heavy Traffic,1.36337,103.85917,8/2/2018,5:29:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.,ANG MO KIO,AM,NORTH-EAST REGION,NER,expressway,37523738,Central Expressway,CTE,motorway,1,0,90,3.427334640251884
31000.4554563838,36284.0509790305,Heavy Traffic,1.34441,103.86028,8/2/2018,5:28:00 PM,Heavy Traffic on CTE (towards AYE) at Upper Serangoon Rd Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,251597155,,,motorway_link,1,1,,2.748765538530262
20779.4360269632,46496.0309919524,Heavy Traffic,1.43677,103.76843,8/2/2018,4:54:00 PM,Heavy Traffic on BKE (towards Woodlands) at Woodlands Rd Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,134996398,Woodlands Centre Road,Exit,motorway_link,1,0,,3.121368624493780
31738.2476710446,34557.6990048906,Heavy Traffic,1.32880,103.86691,8/2/2018,3:52:00 PM,Heavy Traffic on PIE (towards Changi Airport) between Toa Payoh Lor 1 and Kallang Way.,TOA PAYOH,TP,CENTRAL REGION,CR,expressway,37635206,Woodsville Flyover,PIE,motorway,1,1,90,4.033496353360422
20767.3642107377,46586.8520384899,Heavy Traffic,1.43759,103.76833,8/2/2018,9:56:00 AM,Heavy Traffic on BKE (towards Woodlands) at Woodlands Rd Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,480455211,Woodlands Centre Road,Exit,motorway_link,1,0,50,3.345511039487444
28835.4952041702,32132.4610444898,Heavy Traffic,1.30687,103.84083,8/2/2018,9:48:00 AM,Heavy Traffic in CTE Tunnel (towards AYE) at Cairnhill Circle Exit.,NEWTON,NT,CENTRAL REGION,CR,expressway,41895464,Cairnhill Circle,Exit 5,motorway_link,1,0,,1.209949195588454
29052.9642000162,30282.9610031872,Heavy Traffic,1.29014,103.84278,8/2/2018,8:42:00 AM,Heavy Traffic in CTE Tunnel (towards AYE) at Havelock Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,167648618,Chin Swee Tunnel,CTE,motorway,1,0,,14.942405890128359
20507.3794267893,32314.3299496991,Heavy Traffic,1.30851,103.76599,8/2/2018,8:39:00 AM,Heavy Traffic on AYE (towards MCE) between Jurong Town Hall Entrance and Clementi Ave 2 Exit.,CLEMENTI,CL,WEST REGION,WR,expressway,479303937,Ayer Rajah Expressway,AYE,motorway,1,0,90,2.292539949846262
21071.1688767142,35049.429997706,Heavy Traffic,1.33325,103.77106,8/2/2018,8:31:00 AM,Heavy Traffic on PIE (towards Tuas) between BKE and Clementi Ave 6 Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,479549841,Pan-Island Expressway,PIE,motorway,1,0,90,11.360989569507888
40696.9228794991,36050.2380325559,Heavy Traffic,1.34230,103.94741,8/2/2018,8:23:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Simei Ave Exit.,TAMPINES,TM,EAST REGION,ER,expressway,34407487,Simei Avenue,Exit,motorway_link,1,0,,0.460791859118561
21162.5101413982,41391.4489752293,Heavy Traffic,1.39060,103.77188,8/2/2018,8:08:00 AM,Heavy Traffic on KJE (towards BKE) at BKE(Woodlands) Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,462871390,,,motorway_link,1,0,50,5.399791915984100
20425.0179845547,34929.6089493551,Heavy Traffic,1.33216,103.76525,8/2/2018,8:06:00 AM,Heavy Traffic on PIE (towards Tuas) at Clementi Ave 6 Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,370372737,Clementi Avenue 6 Exit,,motorway_link,1,0,50,0.815655536517893
