X,Y,Type,Latitude,Longitude,Date,Time,Descriptio,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,RoadType,join_osm_i,join_name,join_ref,join_type,join_onewa,join_bridg,join_maxsp,distance
28896.0103147448,30136.449023224,Heavy Traffic,1.28882,103.84137,5/2/2018,9:06:00 AM,Heavy Traffic in CTE Tunnel (towards SLE) at Merchant Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,45070972,Clemenceau Avenue,Exit,motorway_link,1,0,,4.493406851207288
28947.9835333955,30112.6409917102,Heavy Traffic,1.28860,103.84184,5/2/2018,8:33:00 AM,Heavy Traffic in CTE Tunnel (towards AYE) at Havelock Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,22674818,Havelock Road,Exit 2,motorway_link,1,0,,10.247159617907398
28448.886232201,29679.0289498327,Heavy Traffic,1.28468,103.83735,5/2/2018,8:19:00 AM,Heavy Traffic in CTE Tunnel (towards AYE) at Outram Rd Exit.,OUTRAM,OT,CENTRAL REGION,CR,expressway,23135311,Outram Road,Exit,motorway_link,1,0,,3.402689719058718
22828.137366687,30588.1699649903,Heavy Traffic,1.29290,103.78685,5/2/2018,8:10:00 AM,Heavy Traffic on AYE (towards Tuas) at South Buona Vista Rd Exit.,QUEENSTOWN,QT,CENTRAL REGION,CR,expressway,44584656,South Buona Vista Road,Exit,motorway_link,1,0,50,1.503306983213952
31680.3544562469,34578.2109723849,Heavy Traffic,1.32899,103.86639,5/2/2018,8:09:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Thomson Rd and Kallang Way.,TOA PAYOH,TP,CENTRAL REGION,CR,expressway,479175250,Pan-Island Expressway,PIE,motorway,1,0,90,1.096731220423688
20798.106111489,34952.6599653935,Heavy Traffic,1.33237,103.76861,5/2/2018,8:00:00 AM,Heavy Traffic on PIE (towards Tuas) between BKE and Clementi Ave 6 Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,479551983,Pan-Island Expressway,PIE,motorway,1,0,90,10.905647231971146
30647.8558926408,37669.6290198914,Heavy Traffic,1.35695,103.85711,5/2/2018,7:57:00 AM,Heavy Traffic on CTE (towards AYE) between AMK Ave 5 Exit and AMK Ave 1 Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,477026784,Central Expressway,CTE,motorway,1,0,90,4.419619870283764
25717.1610340822,42497.8089679308,Heavy Traffic,1.40061,103.81281,5/2/2018,7:53:00 AM,Heavy Traffic on SLE (towards BKE) between Lentor Ave Exit and Upper Thomson Rd Exit.,CENTRAL WATER CATCHMENT,CC,NORTH REGION,NR,expressway,37583932,Seletar Expressway,SLE,motorway,1,0,90,1.765498180852388
34050.8470508464,42544.5390463442,Heavy Traffic,1.40103,103.88769,5/2/2018,7:44:00 AM,Heavy Traffic on TPE (towards SLE) after Punggol Rd Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,391007746,Tampines Expressway,TPE,motorway,1,0,90,0.334746178221506
22205.3951352026,37984.6020410285,Heavy Traffic,1.35979,103.78125,5/2/2018,7:26:00 AM,Heavy Traffic on BKE (towards PIE) between Bukit Panjang Rd Exit and Dairy Farm Rd Entrance.,CENTRAL WATER CATCHMENT,CC,NORTH REGION,NR,expressway,176204415,Bukit Timah Expressway,BKE,motorway,1,0,90,8.935318246222748
27610.053847975,34339.4610188338,Heavy Traffic,1.32683,103.82981,5/2/2018,7:23:00 AM,Heavy Traffic on PIE (towards Changi Airport) between Eng Neo Ave and Stevens Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,479181644,Pan-Island Expressway,PIE,motorway,1,0,80,7.289845938598304
25911.3648776845,35107.6209776727,Heavy Traffic,1.33378,103.81455,5/2/2018,7:21:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,2.045036446197504
9365.87729593796,34262.6289775016,Heavy Traffic,1.32613,103.66588,5/2/2018,7:18:00 AM,Heavy Traffic on PIE (towards Tuas) at AYE Exit.,PIONEER,PN,WEST REGION,WR,expressway,479568578,Upper Jurong Road,,motorway_link,1,0,,9.971877446078251
32510.6775518418,33821.3400404158,Heavy Traffic,1.32214,103.87385,5/2/2018,7:08:00 AM,Heavy Traffic on PIE (towards Tuas) between Bedok North Avenue 3 exit and KPE Exit.,GEYLANG,GL,CENTRAL REGION,CR,expressway,479174892,Pan-Island Expressway,PIE,motorway,1,0,90,7.295848807422751
35959.2061626104,41948.0200185507,Heavy Traffic,1.39564,103.90484,4/2/2018,4:45:00 PM,Heavy Traffic on TPE (towards SLE) at Punggol Rd Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,32776625,Punggol Interchange,,motorway_link,1,0,50,2.084118690478596
32763.0428057159,33596.8790014169,Heavy Traffic,1.32011,103.87612,4/2/2018,2:12:00 PM,Heavy Traffic on PIE (towards Tuas) after KPE Exit,GEYLANG,GL,CENTRAL REGION,CR,expressway,49331425,,,motorway_link,1,0,,2.545250920041946
29172.3147784909,32566.3109964879,Heavy Traffic,1.31079,103.84385,4/2/2018,1:38:00 PM,Heavy Traffic on Bukit Timah Road (towards City) after Newton Circus.,NOVENA,NV,CENTRAL REGION,CR,expressway,45108865,Central Expressway,CTE,motorway_link,1,0,,9.135666358872941
30599.4376565644,33808.3710172126,Heavy Traffic,1.32203,103.85668,4/2/2018,1:20:00 PM,Heavy Traffic on CTE (towards AYE) between PIE(Changi) Exit and PIE(Jurong) Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,167813074,Central Expressway,CTE,motorway,1,0,90,10.454008882439640
30965.017700963,38611.3200298997,Heavy Traffic,1.36546,103.85996,3/2/2018,10:13:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.,ANG MO KIO,AM,NORTH-EAST REGION,NER,expressway,445282903,Central Expressway,CTE,motorway,1,0,90,2.879496903716849
30515.8038936034,33728.9879879774,Heavy Traffic,1.32131,103.85592,3/2/2018,9:46:00 PM,Heavy Traffic on CTE (towards SLE) between Kramat Rd Entrance and Moulmein Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,23149286,Central Expressway,CTE,motorway,1,0,90,2.031670049336808
28846.8642737545,30037.9490277803,Heavy Traffic,1.28793,103.84093,3/2/2018,7:11:00 PM,Heavy Traffic in CTE Tunnel (towards SLE) at Merchant Road Exit.,OUTRAM,OT,CENTRAL REGION,CR,expressway,15775018,Chin Swee Tunnel,CTE,motorway,1,0,,8.711439959518328
32305.1874863505,34082.058982985,Heavy Traffic,1.32450,103.87200,3/2/2018,6:38:00 PM,Heavy Traffic on PIE (towards Tuas) between Paya Lebar Rd and KPE Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,479616336,Pan-Island Expressway,PIE,motorway,1,0,90,4.688772536268266
28466.7596353456,29705.5609677024,Heavy Traffic,1.28492,103.83751,3/2/2018,6:36:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Outram Rd Exit.,OUTRAM,OT,CENTRAL REGION,CR,expressway,23135311,Outram Road,Exit,motorway_link,1,0,,3.095466483345320
30558.4387796645,33766.8979797276,Heavy Traffic,1.32165,103.85631,3/2/2018,6:28:00 PM,Heavy Traffic on CTE (towards AYE) between AMK Ave 5 Exit and PIE(Jurong) Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,23149286,Central Expressway,CTE,motorway,1,0,90,6.980054339677872
29109.3661873543,30417.211017125,Heavy Traffic,1.29136,103.84329,3/2/2018,6:26:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Havelock Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,16894437,Chin Swee Tunnel,CTE,motorway,1,0,,2.293292740102022
32223.7437410648,34195.9410192085,Heavy Traffic,1.32553,103.87127,3/2/2018,3:09:00 PM,Heavy Traffic on PIE (towards Tuas) between Paya Lebar Rd and KPE Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,479174894,Pan-Island Expressway,PIE,motorway,1,0,90,6.201624994239433
25902.428330846,35108.0200001875,Heavy Traffic,1.33378,103.81447,3/2/2018,11:48:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,0.430828739186358
30993.1769913141,36298.6089689144,Heavy Traffic,1.34455,103.86021,3/2/2018,9:56:00 AM,Heavy Traffic on CTE (towards AYE) at Upper Serangoon Rd Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,251597155,,,motorway_link,1,1,,2.196319157681550
28844.0422823488,32148.999972238,Heavy Traffic,1.30702,103.84090,3/2/2018,9:56:00 AM,Heavy Traffic in CTE Tunnel (towards AYE) at Cairnhill Circle Exit.,NEWTON,NT,CENTRAL REGION,CR,expressway,41895464,Cairnhill Circle,Exit 5,motorway_link,1,0,,2.894582241793297
30015.7575706808,33407.5780186224,Heavy Traffic,1.31840,103.85143,3/2/2018,9:52:00 AM,Heavy Traffic on CTE (towards AYE) between PIE(Jurong) Exit and Moulmein Rd Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,23194137,Central Expressway,CTE,motorway,1,0,90,1.455683091442448
30804.7819953249,36770.858978009,Heavy Traffic,1.34882,103.85852,3/2/2018,9:34:00 AM,Heavy Traffic on CTE (towards AYE) between AMK Ave 5 Exit and Braddell Rd/Lor Chuan Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,174552484,Central Expressway,CTE,motorway,1,0,90,5.823912441414247
32356.3373253319,34020.7620398918,Heavy Traffic,1.32395,103.87246,3/2/2018,9:19:00 AM,Heavy Traffic on PIE (towards Tuas) between Paya Lebar Rd and KPE Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,479616336,Pan-Island Expressway,PIE,motorway,1,0,90,8.190042030878072
21004.7903795531,45374.6410118987,Heavy Traffic,1.42663,103.77046,3/2/2018,9:11:00 AM,Heavy Traffic on BKE (towards Woodlands) before Woodlands Ave 3 Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,480455209,Bukit Timah Expressway,BKE,motorway,1,0,90,2.916730714176096
30998.6409495281,36328.9410509746,Heavy Traffic,1.34482,103.86026,3/2/2018,9:02:00 AM,Heavy Traffic on CTE (towards AYE) at Braddell Rd Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,22321383,Lorong Chuan,,motorway_link,1,0,,1.827444167000429
20786.7256633063,46513.0199772743,Heavy Traffic,1.43692,103.76850,3/2/2018,6:24:00 AM,Heavy Traffic on BKE (towards Woodlands) before Woodlands Checkpoint.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,44361304,Bukit Timah Expressway,BKE,motorway_link,1,0,,4.317807016928794
20778.2935380521,46627.8009845218,Heavy Traffic,1.43796,103.76842,2/2/2018,11:24:00 PM,Heavy Traffic on BKE (towards Woodlands) at Woodlands Checkpoint Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,134996386,Bukit Timah Expressway,BKE,motorway_link,1,1,,1.892967778711544
17397.4499263257,40627.3519792565,Heavy Traffic,1.38369,103.73805,2/2/2018,6:34:00 PM,Heavy Traffic on KJE (towards BKE) at Choa Chu Kang Way Exit.,WESTERN WATER CATCHMENT,WC,WEST REGION,WR,expressway,383372423,Kranji Expressway,KJE,motorway,1,0,90,2.564381468876141
23615.571026534,30043.4300292883,Heavy Traffic,1.28798,103.79392,2/2/2018,5:59:00 PM,Heavy Traffic on AYE (towards Tuas) at Normanton Park Exit.,QUEENSTOWN,QT,CENTRAL REGION,CR,expressway,44584659,Normanton Park,Exit 7A,motorway_link,1,0,50,1.834816091316348
30662.7831818455,33889.4410283467,Heavy Traffic,1.32276,103.85725,2/2/2018,5:55:00 PM,Heavy Traffic on CTE (towards SLE) between Kramat Rd Entrance and Moulmein Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,23149286,Central Expressway,CTE,motorway,1,0,90,12.946818185858842
21601.5272877305,35380.5700080767,Heavy Traffic,1.33624,103.77582,2/2/2018,5:43:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Bukit Timah Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,479549845,,,motorway_link,1,0,,5.260622117428351
37392.5881948256,31767.5100159676,Heavy Traffic,1.30357,103.91772,2/2/2018,5:38:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Fort Rd Exit and Still Rd Sth Exit.,MARINE PARADE,MP,CENTRAL REGION,CR,expressway,226212626,East Coast Parkway,ECP,motorway,1,0,90,4.725267426631016
20767.363848029,46574.1090384422,Heavy Traffic,1.43747,103.76833,2/2/2018,5:32:00 PM,Heavy Traffic on BKE (towards Woodlands) at Woodlands Rd Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,480455211,Woodlands Centre Road,Exit,motorway_link,1,0,50,3.793330802718287
21055.7410181751,41376.8910395218,Heavy Traffic,1.39047,103.77092,2/2/2018,5:30:00 PM,Heavy Traffic on KJE (towards BKE) between Woodlands Rd Exit and BKE Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,15773055,,,motorway_link,1,0,90,5.772530397418637
35962.2109864737,41945.3590114423,Heavy Traffic,1.39561,103.90487,2/2/2018,5:25:00 PM,Heavy Traffic on TPE (towards SLE) at Punggol Rd Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,32776625,Punggol Interchange,,motorway_link,1,0,50,1.308402517634894
38893.3301233537,39728.4610240796,Heavy Traffic,1.37556,103.93120,2/2/2018,5:14:00 PM,Heavy Traffic on TPE (towards SLE) at Tampines Ave 10 Entrance.,PAYA LEBAR,PL,EAST REGION,ER,expressway,33764240,Tampines Expressway,,motorway_link,1,0,,4.353180335551768
37246.0374837148,40366.8870350091,Heavy Traffic,1.38134,103.91640,2/2/2018,5:02:00 PM,Heavy Traffic on KPE (towards TPE) at TPE(SLE) Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,22791294,TPE towards Punggol,Exit,motorway_link,1,0,50,0.558633639422269
24658.716356686,44294.0899681672,Heavy Traffic,1.41685,103.80329,2/2/2018,4:55:00 PM,Heavy Traffic on SLE (towards CTE) between BKE Entrance and Mandai Ave Exit.,MANDAI,MD,NORTH REGION,NR,expressway,480874196,Seletar Expressway,SLE,motorway,1,0,90,9.487635070327293
24079.9816926852,44729.3519717652,Heavy Traffic,1.42079,103.79809,2/2/2018,4:51:00 PM,Heavy Traffic on SLE (towards BKE) between Lentor Ave Exit and Woodlands Ave 12 Exit.,MANDAI,MD,NORTH REGION,NR,expressway,480874196,Seletar Expressway,SLE,motorway,1,0,90,6.595247218371285
26154.1823858923,29280.688969117,Heavy Traffic,1.28108,103.81673,2/2/2018,4:39:00 PM,Heavy Traffic on AYE (towards MCE) between Buona Vista Exit and Lower Delta Rd Exit.,BUKIT MERAH,BM,CENTRAL REGION,CR,expressway,480749012,Ayer Rajah Expressway,AYE,motorway,1,0,90,2.847166414272424
30893.3946183721,38431.6290350711,Heavy Traffic,1.36384,103.85932,2/2/2018,4:30:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.,ANG MO KIO,AM,NORTH-EAST REGION,NER,expressway,37523738,Central Expressway,CTE,motorway,1,0,90,4.802650866089970
24805.5347123679,35919.1600398952,Heavy Traffic,1.34111,103.80461,2/2/2018,4:26:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Eng Neo Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,75525375,Pan-Island Expressway,PIE,motorway,1,0,80,2.869589299487313
22187.6363073725,36044.1990002501,Heavy Traffic,1.34224,103.78109,2/2/2018,4:16:00 PM,Heavy Traffic on PIE (towards Tuas) at Clementi Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,22946494,,,motorway_link,1,0,,0.330130612072833
30662.7831818455,33889.4410283467,Heavy Traffic,1.32276,103.85725,2/2/2018,4:07:00 PM,Heavy Traffic on CTE (towards SLE) between Kramat Rd Entrance and Moulmein Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,23149286,Central Expressway,CTE,motorway,1,0,90,12.946818185858842
28465.9026812115,29710.5509874318,Heavy Traffic,1.28497,103.83750,2/2/2018,2:48:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Outram Rd Exit.,OUTRAM,OT,CENTRAL REGION,CR,expressway,23135311,Outram Road,Exit,motorway_link,1,0,,0.493079452590978
24395.8620327167,36310.5509957528,Heavy Traffic,1.34465,103.80093,2/2/2018,2:46:00 PM,Heavy Traffic on PIE (towards Tuas) between Stevens Rd Exit and Eng Neo Ave.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,44839236,Pan-Island Expressway,PIE,motorway,1,0,80,7.174233761902808
26949.8499287444,34554.480013673,Heavy Traffic,1.32877,103.82388,2/2/2018,2:41:00 PM,Heavy Traffic on PIE (towards Changi Airport) between Eng Neo Ave and Lornie Rd.,NOVENA,NV,CENTRAL REGION,CR,expressway,75525381,Pan-Island Expressway,PIE,motorway,1,0,,8.470269007496903
25900.825766947,35108.7300137994,Heavy Traffic,1.33379,103.81446,2/2/2018,1:48:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,0.770177537681513
32357.9844377112,34019.4690030702,Heavy Traffic,1.32393,103.87248,2/2/2018,1:39:00 PM,Heavy Traffic on PIE (towards Tuas) between Jalan Eunos and KPE Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,479616336,Pan-Island Expressway,PIE,motorway,1,0,90,8.715647807021560
28460.638607239,29696.4799994807,Heavy Traffic,1.28484,103.83746,2/2/2018,12:18:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Outram Rd Exit.,OUTRAM,OT,CENTRAL REGION,CR,expressway,23135311,Outram Road,Exit,motorway_link,1,0,,3.364623570859243
29034.4120198114,30253.7790183146,Heavy Traffic,1.28988,103.84261,2/2/2018,12:11:00 PM,Heavy Traffic in CTE Tunnel (towards AYE) at Havelock Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,167648624,,,motorway_link,1,0,,0.915510998681173
26043.9997803262,35112.0699733019,Heavy Traffic,1.33382,103.81574,2/2/2018,11:41:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,4.985717389179886
20786.180207758,46507.379006817,Heavy Traffic,1.43687,103.76850,2/2/2018,10:49:00 AM,Heavy Traffic on BKE (towards Woodlands) before Woodlands Checkpoint.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,44361304,Bukit Timah Expressway,BKE,motorway_link,1,0,,3.676886500251156
28924.3783700872,30183.369003801,Heavy Traffic,1.28924,103.84162,2/2/2018,9:43:00 AM,Heavy Traffic in CTE Tunnel (towards SLE) at Merchant Road Exit.,SINGAPORE RIVER,SR,CENTRAL REGION,CR,expressway,167648624,,,motorway_link,1,0,,2.657186787992987
26265.2528821361,34855.9100497965,Heavy Traffic,1.33150,103.81773,2/2/2018,9:39:00 AM,Heavy Traffic on PIE (towards Tuas) at Adam Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,22514965,,,motorway_link,1,0,,1.558011218198698
25902.9847970821,35110.441032997,Heavy Traffic,1.33380,103.81448,2/2/2018,9:17:00 AM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,123220700,,,motorway_link,1,0,,2.914972483717830
33085.533246003,30881.4300533204,Heavy Traffic,1.29555,103.87901,2/2/2018,8:27:00 AM,Heavy Traffic on ECP (towards City) between Still Rd Sth Exit and Fort Rd Exit.,MARINE PARADE,MP,CENTRAL REGION,CR,expressway,74607482,East Coast Parkway,ECP,motorway,1,0,90,9.344189725232377
33114.5201951968,33555.9880382686,Heavy Traffic,1.31974,103.87928,2/2/2018,8:11:00 AM,Heavy Traffic on PIE (towards Tuas) at KPE(ECP) Exit.,GEYLANG,GL,CENTRAL REGION,CR,expressway,34122802,Kallang Bahru Flyover,,motorway_link,1,0,,1.057461209849997
33557.3733156465,33753.4489676272,Heavy Traffic,1.32153,103.88325,2/2/2018,8:06:00 AM,Heavy Traffic on PIE (towards Tuas) between Bedok North Rd and KPE Exit.,GEYLANG,GL,CENTRAL REGION,CR,expressway,479172230,Pan-Island Expressway,PIE,motorway,1,0,90,9.286450427436234
26448.475761118,41783.7299802948,Heavy Traffic,1.39415,103.81938,2/2/2018,8:03:00 AM,Heavy Traffic on SLE (towards BKE) between Lentor Ave Exit and Upper Thomson Rd Exit.,ANG MO KIO,AM,NORTH-EAST REGION,NER,expressway,37583931,Seletar Expressway,SLE,motorway,1,1,90,5.679096302922661
20771.097447954,32019.6309794137,Heavy Traffic,1.30585,103.76836,2/2/2018,7:56:00 AM,Heavy Traffic on AYE (towards Tuas) between Lower Delta Rd Exit and Clementi Ave 2 Exit.,CLEMENTI,CL,WEST REGION,WR,expressway,479166006,Ayer Rajah Expressway,AYE,motorway,1,0,90,5.811043020811141
30428.1859543008,33642.960948497,Heavy Traffic,1.32053,103.85514,2/2/2018,7:53:00 AM,Heavy Traffic on CTE (towards AYE) between Yio Chu Kang Rd Exit and Balestier Rd Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,45249366,Moulmein Flyover,CTE,motorway,1,1,90,6.477460133762459
30944.6532988579,36452.0900487568,Heavy Traffic,1.34593,103.85978,2/2/2018,7:50:00 AM,Heavy Traffic on CTE (towards AYE) at Braddell Rd Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,37553782,Braddell Road,Exit 10,motorway_link,1,0,50,2.260092878940748
42457.4295337626,37559.4690145616,Heavy Traffic,1.35595,103.96323,2/2/2018,7:45:00 AM,Heavy Traffic on TPE (towards PIE) between Loyang Ave Exit and PIE Exit.,PASIR RIS,PR,EAST REGION,ER,expressway,74662601,Tampines Expressway,TPE,motorway,1,0,90,11.752350023486672
42036.4191477207,38291.378972264,Heavy Traffic,1.36256,103.95945,2/2/2018,7:20:00 AM,Heavy Traffic on TPE (towards PIE) at Loyang Ave Exit.,PASIR RIS,PR,EAST REGION,ER,expressway,44509044,,,motorway_link,1,0,,1.018593481088039
21386.7390196392,42143.6989537298,Heavy Traffic,1.39741,103.77389,2/2/2018,7:19:00 AM,Heavy Traffic on BKE (towards PIE) between Mandai Rd Exit and KJE Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,478876321,Bukit Timah Expressway,BKE,motorway,1,0,90,11.762041294595361
9240.71836412976,34072.6720029858,Heavy Traffic,1.32441,103.66476,2/2/2018,7:03:00 AM,Heavy Traffic on PIE (towards Tuas) at AYE Exit.,PIONEER,PN,WEST REGION,WR,expressway,428897151,Upper Jurong Road,,motorway_link,1,0,,6.097954005265894
30606.1928055672,33825.1409770915,Heavy Traffic,1.32218,103.85674,1/2/2018,9:29:00 PM,Heavy Traffic on CTE (towards SLE) between Cairnhill Circle Entrance and Moulmein Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,23149286,Central Expressway,CTE,motorway,1,0,90,8.132238941212472
20778.9351862346,46493.9489886493,Heavy Traffic,1.43675,103.76843,1/2/2018,7:15:00 PM,Heavy Traffic on BKE (towards Woodlands) at Woodlands Rd Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,134996398,Woodlands Centre Road,Exit,motorway_link,1,0,,2.466350192552281
30440.8067293757,33589.1720228533,Heavy Traffic,1.32004,103.85525,1/2/2018,6:58:00 PM,Heavy Traffic on CTE (towards AYE) at Balestier Rd Exit.,KALLANG,KL,CENTRAL REGION,CR,expressway,45249366,Moulmein Flyover,CTE,motorway,1,1,90,44.485118296472535
35190.9817627355,34073.3399997845,Heavy Traffic,1.32442,103.89793,1/2/2018,6:51:00 PM,Heavy Traffic on PIE (towards Changi Airport) between Kallang Way and Paya Lebar.,GEYLANG,GL,CENTRAL REGION,CR,expressway,479170044,Pan-Island Expressway,PIE,motorway,1,0,90,9.774084497342441
29893.6167101007,33384.1289829919,Heavy Traffic,1.31819,103.85033,1/2/2018,6:51:00 PM,Heavy Traffic on CTE (towards SLE) at Moulmein Rd Exit.,NOVENA,NV,CENTRAL REGION,CR,expressway,45249372,Moulmein Road,Exit 7A,motorway_link,1,0,,1.092350051175384
30801.7517290335,38151.5390390057,Heavy Traffic,1.36130,103.85849,1/2/2018,6:48:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.,ANG MO KIO,AM,NORTH-EAST REGION,NER,expressway,37523738,Central Expressway,CTE,motorway,1,0,90,2.281183274742125
23455.4092337479,45090.6799617755,Heavy Traffic,1.42406,103.79248,1/2/2018,6:41:00 PM,Heavy Traffic on SLE (towards CTE) at Woodlands Ave 12 Exit.,WOODLANDS,WD,NORTH REGION,NR,expressway,37584635,,,motorway_link,1,0,50,2.279085417546991
34411.7354301474,30891.730039211,Heavy Traffic,1.29565,103.89093,1/2/2018,6:29:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Fort Rd Exit and Tg Katong Rd Exit.,MARINE PARADE,MP,CENTRAL REGION,CR,expressway,39477474,East Coast Parkway,ECP,motorway,1,0,90,4.050652652388028
30960.4353770513,36332.8910310732,Heavy Traffic,1.34486,103.85992,1/2/2018,6:12:00 PM,Heavy Traffic on CTE (towards AYE) between AMK Ave 5 Exit and PIE(Changi) Exit.,SERANGOON,SG,NORTH-EAST REGION,NER,expressway,37553776,Braddell Flyover,CTE,motorway,1,1,90,6.066578570403149
6183.80515507734,36629.48802302,Heavy Traffic,1.34753,103.63729,1/2/2018,6:10:00 PM,Heavy Traffic on AYE (towards Tuas) after Tuas West Dr Exit.,TUAS,TS,WEST REGION,WR,expressway,123267197,Ayer Rajah Expressway,AYE,motorway_link,1,1,,3.855096772509370
24667.3408821475,44285.1019912325,Heavy Traffic,1.41677,103.80337,1/2/2018,5:58:00 PM,Heavy Traffic on SLE (towards CTE) between Woodlands Ave 2 Exit and Mandai Ave Exit.,MANDAI,MD,NORTH REGION,NR,expressway,480874196,Seletar Expressway,SLE,motorway,1,0,90,8.285492199556385
21103.8260595749,44238.9410489069,Heavy Traffic,1.41635,103.77135,1/2/2018,5:46:00 PM,Heavy Traffic on BKE (towards Woodlands) between KJE Exit and SLE Exit.,SUNGEI KADUT,SK,NORTH REGION,NR,expressway,480453614,Bukit Timah Expressway,BKE,motorway,1,1,90,8.069025639722877
37222.657525788,40322.691035139,Heavy Traffic,1.38094,103.91619,1/2/2018,5:45:00 PM,Heavy Traffic on KPE (towards TPE) at TPE(SLE) Exit.,SENGKANG,SE,NORTH-EAST REGION,NER,expressway,22791294,TPE towards Punggol,Exit,motorway_link,1,0,50,1.098956225045518
23961.7972083644,44776.1409506529,Heavy Traffic,1.42121,103.79703,1/2/2018,5:26:00 PM,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit.,MANDAI,MD,NORTH REGION,NR,expressway,22823193,,,motorway_link,1,0,,0.343703555539954
25900.4471715203,35081.2189857255,Heavy Traffic,1.33354,103.81445,1/2/2018,5:19:00 PM,Heavy Traffic on PIE (towards Changi Airport) after Lornie Rd,BUKIT TIMAH,BT,CENTRAL REGION,CR,expressway,44818682,Pan-Island Expressway,PIE,motorway,1,0,,3.585735823031186
