X,Y,Type,Date,Dscrptn,PLN_AREA_C,PLN_AREA_N,REGION_C,REGION_N,RoadType,join_osm_id,join_name,join_ref,join_type,join_oneway,join_bridge,join_maxspeed,distance
30777.4467569881,40251.1989826884,Accident,10/2/2018,Accident on CTE (towards SLE) after AMK Ave 5 Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway,37523732,Central Expressway,CTE,motorway,1,0,90,10.9214380234162
20779.6677167009,46816.8400462898,Accident,10/2/2018,Accident on BKE (towards PIE) at Woodlands Checkpoint Entrance.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway,15770698,Bukit Timah Expressway,BKE,motorway_link,1,1,,7.21951827056604
27415.752880488,34325.4799451947,Accident,10/2/2018,Accident on PIE (towards Changi Airport) after Stevens Rd Exit.,NV,NOVENA,CR,CENTRAL REGION,expressway,479181644,Pan-Island Expressway,PIE,motorway,1,0,80,5.7991309538588
21425.8291154393,41504.6720373716,Accident,10/2/2018,Accident on BKE (towards Woodlands) after KJE Exit. Avoid lane 1.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway,115843657,Bukit Timah Expressway,BKE,motorway,1,0,90,4.01393254494192
30493.969041496,33699.5700083796,Accident,10/2/2018,Accident on CTE (towards AYE) after Balestier Rd Exit. Avoid lane 4.,KL,KALLANG,CR,CENTRAL REGION,expressway,479299124,Central Expressway,CTE,motorway,1,0,90,8.44919849754987
30548.5564605181,33740.8200204919,Accident,10/2/2018,Accident on CTE (towards AYE) at Balestier Rd Exit.,KL,KALLANG,CR,CENTRAL REGION,expressway,479299124,Central Expressway,CTE,motorway,1,0,90,3.57662193415334
33518.8410432698,33935.354978524,Accident,10/2/2018,Accident on KPE (towards TPE) after Sims Ave Entrance. Avoid lane 2.,GL,GEYLANG,CR,CENTRAL REGION,expressway,32605145,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,70,0.645360729137586
29561.1984916573,28326.4490202864,Accident,9/2/2018,Accident on AYE (towards MCE) after Keppel Rd Entrance. Avoid lane 4.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,expressway,74607483,Ayer Rajah Expressway,AYE,motorway,1,1,,0.283656307780409
35826.3661787993,34205.2380461408,Accident,9/2/2018,Accident on PIE (towards Changi Airport) before Jalan Eunos. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,479615344,Pan-Island Expressway,PIE,motorway,1,0,90,1.58602980326278
15888.4264087644,37453.4999831953,Accident,9/2/2018,Accident on PIE (towards Tuas) after Jurong East Ave 2 with congestion till Jurong Town Hall Rd. Avoid lanes 2 and 3.,JW,JURONG WEST,WR,WEST REGION,expressway,479561510,Pan-Island Expressway,PIE,motorway,1,0,90,3.86215653324428
29405.2325055146,33018.6409891434,Accident,9/2/2018,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit. Avoid lane 4.,KL,KALLANG,CR,CENTRAL REGION,expressway,45248305,Kampong Java Flyover,CTE,motorway,1,1,,4.80685171521888
32844.1336497473,29445.6050382859,Accident,9/2/2018,Accident on MCE (towards ECP) before ECP (Changi) Exit. Avoid lane 5.,ME,MARINA EAST,CR,CENTRAL REGION,expressway,265150827,Marina Coastal Expressway,MCE,motorway,1,0,90,7.78942789745082
28723.4422217085,29926.0510430966,Accident,9/2/2018,Accident in CTE Tunnel (towards AYE) before Outram Rd Exit.,OT,OUTRAM,CR,CENTRAL REGION,expressway,480746656,Central Expressway,CTE,motorway,1,0,,4.62125361260606
22222.2239590411,31198.9390114304,Accident,9/2/2018,Accident on AYE (towards MCE) before Buona Vista Exit.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway,479166725,Ayer Rajah Expressway,AYE,motorway,1,0,90,6.42428375622072
18896.2674852436,41245.5390002244,Accident,9/2/2018,Accident on KJE (towards PIE) before Choa Chu Kang Dr Exit. Avoid lane 1.,CK,CHOA CHU KANG,WR,WEST REGION,expressway,133983826,Kranji Expressway,KJE,motorway,1,1,90,7.04482010057104
20889.7759880506,31940.2889941407,Accident,9/2/2018,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Jurong Town Hall Exit. Avoid lane 1.,CL,CLEMENTI,WR,WEST REGION,expressway,479166007,Ayer Rajah Expressway,AYE,motorway,1,0,90,2.72251691951182
33897.8525831518,33835.0199459751,Accident,9/2/2018,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Paya Lebar Rd. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,479173807,Pan-Island Expressway,PIE,motorway,1,0,90,10.8257703043601
39848.8767366702,39315.3009989077,Accident,9/2/2018,Accident on TPE (towards PIE) before Elias Rd Exit with congestion till Pasir Ris Dr 12 Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,expressway,472098011,Tampines Expressway,TPE,motorway,1,0,90,3.35284030000021
33955.7524331901,42558.4219802724,Accident,9/2/2018,Accident on TPE (towards SLE) after Punggol Rd Exit. Avoid lane 1.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway,33298776,Punggol Bridge,TPE,motorway,1,1,90,5.09435374006287
35195.8451682758,34072.1289992518,Accident,8/2/2018,Accident on PIE (towards Changi Airport) after Paya Lebar with congestion till Kallang Way. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,479170044,Pan-Island Expressway,PIE,motorway,1,0,90,7.67818776736561
25534.6397902937,35233.1909617581,Accident,8/2/2018,Accident on PIE (towards Changi Airport) before Lornie Rd.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44839245,Pan-Island Expressway,PIE,motorway,1,0,,10.1109847577051
30867.8954908784,36621.359054144,Accident,8/2/2018,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till Yio Chu Kang Rd Exit. Avoid lane 4.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway,477026785,Central Expressway,CTE,motorway,1,0,90,2.2255291382107
25439.6949245999,42947.9690229273,Accident,8/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit with congestion till Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,480875791,Seletar Expressway,SLE,motorway,1,0,90,0.189540465599787
18204.7734373764,41233.1020412137,Accident,8/2/2018,Accident on KJE (towards PIE) after Choa Chu Kang Dr Exit with congestion till BKE Entrance. Avoid lane 1.,CK,CHOA CHU KANG,WR,WEST REGION,expressway,480888452,Kranji Expressway,KJE,motorway,1,0,90,7.96190587738998
19548.5530624744,41200.1209802262,Accident,8/2/2018,Accident on KJE (towards BKE) after Woodlands Rd Exit.,BP,BUKIT PANJANG,WR,WEST REGION,expressway,133983828,Kranji Expressway,KJE,motorway,1,0,90,5.59805248315993
13085.1378122578,37636.0900097113,Accident,8/2/2018,Accident on PIE (towards Tuas) before Jalan Bahar with congestion till KJE. Avoid lane 4.,JW,JURONG WEST,WR,WEST REGION,expressway,479564862,Pan-Island Expressway,PIE,motorway,1,0,90,10.3681419164231
21261.4863797546,43024.1209970791,Accident,8/2/2018,Accident on BKE (towards PIE) after Mandai Rd Exit with congestion till Mandai Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,75351782,Bukit Timah Expressway,BKE,motorway,1,0,90,8.74431519444836
32091.4624828907,34334.2699856848,Accident,8/2/2018,Accident on PIE (towards Tuas) at CTE(CITY) Exit.,KL,KALLANG,CR,CENTRAL REGION,expressway,174552510,Woodsville Flyover,PIE,motorway,1,1,90,2.49237687896693
34364.2304055274,42519.7110283378,Accident,7/2/2018,Accident on TPE (towards PIE) before Sengkang Exit.,PG,PUNGGOL,NER,NORTH-EAST REGION,expressway,33298780,Tampines Expressway,TPE,motorway,1,0,90,3.70576289396027
36679.3082138535,31566.8910134467,Accident,7/2/2018,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit.,MP,MARINE PARADE,CR,CENTRAL REGION,expressway,226212626,East Coast Parkway,ECP,motorway,1,0,90,6.94660955858006
32928.294195058,29991.5039868718,Accident,7/2/2018,Accident on MCE (towards AYE) after ECP (City) Entrance. Avoid lane 1.,ME,MARINA EAST,CR,CENTRAL REGION,expressway,253945387,Marina Coastal Expressway,MCE,motorway,1,0,80,9.23376481771463
32292.7894343018,34104.4999646606,Accident,6/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till Paya Lebar Rd. Avoid lane 2.,KL,KALLANG,CR,CENTRAL REGION,expressway,479616336,Pan-Island Expressway,PIE,motorway,1,0,90,8.19561005649738
22055.5610627371,38694.9689965714,Accident,6/2/2018,Accident on BKE (towards PIE) at Dairy Farm Rd Exit. Dairy Farm Rd Exit closed.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,21959102,,,motorway_link,1,0,50,2.31695885337419
24721.391798347,44241.8910327642,Accident,6/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 1.,MD,MANDAI,NR,NORTH REGION,expressway,480874183,Seletar Expressway,SLE,motorway,1,0,90,8.98291228766833
28489.29663594,41907.2620275813,Accident,6/2/2018,Accident on SLE (towards BKE) before Lentor Ave Exit. Avoid lane 2.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway,74896358,Seletar Expressway,SLE,motorway,1,0,80,9.13501958236518
16964.4568425114,40189.140966024,Accident,6/2/2018,Accident on KJE (towards PIE) at Sungei Tengah Rd Exit.,CK,CHOA CHU KANG,WR,WEST REGION,expressway,134208688,,,motorway_link,1,0,,2.02224983558749
20886.9715009835,31941.979977093,Accident,6/2/2018,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Jurong Town Hall Exit. Avoid lane 2.,CL,CLEMENTI,WR,WEST REGION,expressway,479166007,Ayer Rajah Expressway,AYE,motorway,1,0,90,2.17394520424001
24165.9490879616,44684.6909894012,Accident,6/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit. Avoid lane 4.,MD,MANDAI,NR,NORTH REGION,expressway,234873073,Seletar Expressway,SLE,motorway,1,0,90,4.29124019356487
25432.59491837,42953.8280173693,Accident,6/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,480875791,Seletar Expressway,SLE,motorway,1,0,90,1.39534236094356
25971.1684112614,41986.9689875231,Accident,6/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,37583932,Seletar Expressway,SLE,motorway,1,0,90,6.7566886806148
13339.4954278794,37969.9880271114,Accident,5/2/2018,"Accident on PIE (towards Changi Airport) before KJE. Avoid lanes 1, 2 and 3.",WC,WESTERN WATER CATCHMENT,WR,WEST REGION,expressway,480886467,Pan-Island Expressway,PIE,motorway,1,0,90,11.8042086599349
37226.1185923435,40640.8280366193,Accident,5/2/2018,Accident on TPE (towards PIE) before KPE Exit with congestion till Sengkang Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,expressway,360771246,Tampines Expressway,TPE,motorway,1,0,90,2.51963006713782
23512.3689248516,36824.8979641636,Accident,5/2/2018,Accident on BKE (towards PIE) at PIE(Tuas) Exit.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,106093206,Pan-Island Expressway,PIE,motorway_link,1,0,50,1.24036616698072
24726.0303656125,35974.7890043626,Accident,4/2/2018,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lanes 2 and 3.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44839236,Pan-Island Expressway,PIE,motorway,1,0,80,13.3618773052386
34393.7040122509,33904.422043252,Accident,4/2/2018,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till Paya Lebar Rd. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,33793659,Paya Lebar Flyover,PIE,motorway,1,1,90,5.6924394064266
29016.2445135098,31570.4799920782,Accident,4/2/2018,Accident in CTE Tunnel (towards SLE) before Kramat Rd Entrance. Avoid lane 3.,OR,ORCHARD,CR,CENTRAL REGION,expressway,223868456,Central Expressway,CTE,motorway,1,0,,5.21768063875914
9861.98053278355,33819.9609860235,Accident,3/2/2018,Accident on AYE (towards MCE) after PIE Entrance.,PN,PIONEER,WR,WEST REGION,expressway,44776086,Ayer Rajah Expressway,AYE,motorway,1,0,,5.68410584419473
33057.7175211459,33564.6799514041,Accident,3/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos. Avoid lane 2.,GL,GEYLANG,CR,CENTRAL REGION,expressway,74628616,Pan-Island Expressway,PIE,motorway,1,0,90,0.846914813360239
21580.3162666716,31572.3690216184,Accident,3/2/2018,Accident on AYE (towards MCE) after Clementi Rd Exit with congestion till Clementi Ave 6 Exit. Avoid lane 1.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway,479382143,Ayer Rajah Expressway,AYE,motorway,1,0,90,10.4733097051414
37934.8061540751,40088.8520094946,Accident,3/2/2018,"Accident on TPE (towards PIE) after KPE Exit with congestion till Punggol Rd Exit. Avoid lanes 1, 2 and 4.",PL,PAYA LEBAR,ER,EAST REGION,expressway,74549066,Tampines Expressway,TPE,motorway,1,0,90,8.68324670769344
24943.2146180442,43988.1479523735,Accident,3/2/2018,Accident on SLE (towards CTE) after Mandai Ave Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,480874189,Seletar Expressway,SLE,motorway,1,0,90,6.3995456397477
32856.4602035476,33572.6210446488,Accident,3/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos. Avoid lanes 1 and 2.,GL,GEYLANG,CR,CENTRAL REGION,expressway,74628616,Pan-Island Expressway,PIE,motorway,1,0,90,8.18051963079591
26983.3591623659,34524.1210029524,Accident,3/2/2018,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 4.,NV,NOVENA,CR,CENTRAL REGION,expressway,75525381,Pan-Island Expressway,PIE,motorway,1,0,,3.23758510304417
21149.5256036982,31806.2300026722,Accident,3/2/2018,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Clementi Ave 2 Exit. Avoid lanes 3 and 4.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway,479166367,Ayer Rajah Expressway,AYE,motorway,1,0,90,5.68198397832045
23592.4061155084,36717.0389994417,Accident,3/2/2018,Accident on BKE (towards PIE) at PIE(Tuas) Exit.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,106093206,Pan-Island Expressway,PIE,motorway_link,1,0,50,3.50120282661507
21870.5713922253,39377.319981383,Accident,3/2/2018,Accident on BKE (towards PIE) at Bukit Panjang Rd Entrance.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,135030060,,,motorway_link,1,0,,1.57807653759174
21904.3329488098,35795.1719790797,Accident,3/2/2018,Accident on PIE (towards Tuas) after Clementi Rd Exit. Avoid lane 4.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44839309,Bukit Timah Flyover,PIE,motorway,1,1,90,1.75925566949882
23638.5153359747,36855.3979932517,Accident,3/2/2018,Accident on PIE (towards Changi Airport) after BKE. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,479547679,Pan-Island Expressway,PIE,motorway,1,0,,1.21557181867185
44440.4645316753,35705.5310452832,Accident,2/2/2018,Accident on ECP (towards City) at PIE Exit.,CH,CHANGI,ER,EAST REGION,expressway,62272692,,,motorway_link,1,0,40,3.64658423637697
23150.1289610757,37119.109034906,Accident,2/2/2018,Accident on BKE (towards Woodlands) after PIE Entrance.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,478875227,Bukit Timah Expressway,BKE,motorway,1,0,90,9.71618680077139
26903.887372494,34582.9609637944,Accident,2/2/2018,Accident on PIE (towards Changi Airport) after Lornie Rd with congestion till Lornie Rd. Avoid lane 1.,NV,NOVENA,CR,CENTRAL REGION,expressway,159090943,Pan-Island Expressway,PIE,motorway,1,0,,8.39982519886997
23702.9942737244,44932.8980155374,Accident,2/2/2018,Accident on SLE (towards BKE) after Woodlands Ave 12 Exit. Avoid lane 2.,MD,MANDAI,NR,NORTH REGION,expressway,37584632,Seletar Expressway,SLE,motorway,1,1,90,1.63231753309316
24659.306158683,44293.1479723529,Accident,2/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till Woodlands Ave 12 Exit. Avoid lane 1.,MD,MANDAI,NR,NORTH REGION,expressway,480874196,Seletar Expressway,SLE,motorway,1,0,90,9.15704997805333
24863.7355450807,44092.3519889417,Accident,2/2/2018,Accident on SLE (towards BKE) before Mandai Rd Exit.,MD,MANDAI,NR,NORTH REGION,expressway,480874196,Seletar Expressway,SLE,motorway,1,0,90,5.16524918846409
23068.9339883167,37189.9609472091,Accident,2/2/2018,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 1.,BP,BUKIT PANJANG,WR,WEST REGION,expressway,44839300,Bukit Timah Expressway,BKE,motorway,1,0,90,10.6993714492135
25719.0567522422,35131.269946817,Accident,2/2/2018,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44818682,Pan-Island Expressway,PIE,motorway,1,0,,7.45212254754156
19059.1849903347,35708.8710302139,Accident,2/2/2018,Accident on PIE (towards Tuas) before Toh Guan Rd Exit with congestion till Clementi Ave 6 Exit. Avoid lane 3.,BK,BUKIT BATOK,WR,WEST REGION,expressway,479555642,Pan-Island Expressway,PIE,motorway,1,0,90,6.63663896134457
21499.2532190145,40932.4610203172,Accident,2/2/2018,Accident on BKE (towards Woodlands) before KJE Exit. Avoid lane 1.,BP,BUKIT PANJANG,WR,WEST REGION,expressway,75351818,Bukit Timah Expressway,BKE,motorway,1,0,90,2.21126886915956
30870.5873020354,28092.8569543019,Accident,2/2/2018,Accident on MCE (towards ECP) before Central Blvd Exit. Avoid lane 2.,SV,STRAITS VIEW,CR,CENTRAL REGION,expressway,533685902,Marina Coastal Expressway,MCE,motorway,1,0,,9.82068792429064
19490.9833632739,33407.1409840491,Accident,2/2/2018,Accident on AYE (towards MCE) before Clementi Ave 6 Exit.,CL,CLEMENTI,WR,WEST REGION,expressway,479116007,Ayer Rajah Expressway,AYE,motorway,1,0,90,9.94146289583295
36736.7629811044,34551.1989857304,Accident,2/2/2018,Accident on PIE (towards Tuas) after Bedok North Rd.,BD,BEDOK,ER,EAST REGION,expressway,74675126,Pan-Island Expressway,PIE,motorway,1,0,90,4.78549252321729
39823.8256704694,39318.4409927375,Accident,2/2/2018,Accident on TPE (towards SLE) after Tampines Rd Exit with congestion till Tampines Ave 7 Exit.,TM,TAMPINES,ER,EAST REGION,expressway,176204511,Tampines Expressway,TPE,motorway,1,0,90,4.47924540908423
18457.603369096,33914.5699926314,Accident,2/2/2018,Accident on AYE (towards MCE) after Jurong Town Hall Exit with congestion till Yuan Ching Entrance. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,expressway,44628816,Ayer Rajah Expressway,AYE,motorway,1,0,,2.96912256100887
29727.4048677327,42044.6989718693,Accident,2/2/2018,Accident on SLE (towards CTE) before TPE Exit with congestion till Lentor Ave Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway,465775182,Seletar Expressway,SLE,motorway,1,0,80,8.3506167160683
44167.4442848376,35216.6089706624,Accident,2/2/2018,Accident on ECP (towards Changi Airport) before PIE Exit. Avoid lane 3.,TM,TAMPINES,ER,EAST REGION,expressway,166741193,East Coast Parkway,ECP,motorway,1,0,90,2.20383399838379
41040.7683233933,38693.737953455,Accident,2/2/2018,Accident on TPE (towards PIE) after Pasir Ris Dr 8 Exit with congestion till Pasir Ris Dr 12 Exit.,PR,PASIR RIS,ER,EAST REGION,expressway,176204510,Tampines Expressway,TPE,motorway,1,0,90,6.95295250508509
32881.5678671854,33538.6989873626,Accident,2/2/2018,Accident on PIE (towards Tuas) at KPE(ECP) Exit.,GL,GEYLANG,CR,CENTRAL REGION,expressway,34122802,Kallang Bahru Flyover,,motorway_link,1,0,,0.0543868281150551
37297.3786807458,40561.5119625962,Accident,2/2/2018,Accident on TPE (towards PIE) after KPE Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,expressway,360771246,Tampines Expressway,TPE,motorway,1,0,90,5.71025862600522
37287.0732016674,40569.0899711555,Accident,2/2/2018,Accident on TPE (towards PIE) after KPE Exit with congestion till Punggol Rd Exit.,PR,PASIR RIS,ER,EAST REGION,expressway,360771246,Tampines Expressway,TPE,motorway,1,0,90,7.81294645292714
24106.949118034,36632.2190531579,Accident,2/2/2018,Accident on PIE (towards Changi Airport) before Eng Neo Ave. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,75525375,Pan-Island Expressway,PIE,motorway,1,0,80,2.60555733983261
24103.3099046418,36627.6720439795,Accident,2/2/2018,Accident on PIE (towards Tuas) before BKE. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,75525375,Pan-Island Expressway,PIE,motorway,1,0,80,8.41673131913738
21081.7700235546,44683.1480396972,Accident,2/2/2018,Accident on SLE (towards BKE) at BKE(Woodlands) Exit.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway,95840932,,,motorway_link,1,0,,4.41777776097907
42935.4188728445,36482.378977448,Accident,1/2/2018,Accident on PIE (towards Changi Airport) after TPE. Avoid lane 3.,CH,CHANGI,ER,EAST REGION,expressway,174402286,Pan-Island Expressway,PIE,motorway,1,0,90,4.09489015647548
30854.8634717624,36629.5309547608,Accident,1/2/2018,Accident on CTE (towards AYE) before PIE(Changi) Exit.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway,174552484,Central Expressway,CTE,motorway,1,0,90,7.08103997835252
30970.7410574853,36304.0700171265,Accident,1/2/2018,Accident on CTE (towards AYE) after PIE(Changi) Exit. Avoid lane 4.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway,37553776,Braddell Flyover,CTE,motorway,1,1,90,5.91741718971491
35482.2163990136,31180.2210513987,Accident,1/2/2018,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit.,MP,MARINE PARADE,CR,CENTRAL REGION,expressway,477796387,East Coast Parkway,ECP,motorway,1,0,90,8.51953726001363
9263.44547768298,33768.3090474628,Accident,1/2/2018,Accident on AYE (towards Tuas) at PIE Exit.,PN,PIONEER,WR,WEST REGION,expressway,479756046,Ayer Rajah Expressway,AYE,motorway,1,0,,21.8586456185127
30420.9075531987,33645.9879824999,Accident,1/2/2018,Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lane 4.,KL,KALLANG,CR,CENTRAL REGION,expressway,45249367,Moulmein Flyover,CTE,motorway,1,1,90,3.92742313298505
42957.2668965594,36447.1990236405,Accident,1/2/2018,Accident on PIE (towards Changi Airport) after TPE.,CH,CHANGI,ER,EAST REGION,expressway,74662603,Pan-Island Expressway,PIE,motorway,1,0,90,5.36144697582609
21076.0186059611,31832.8199907664,Accident,1/2/2018,Accident on AYE (towards Tuas) before Clementi Ave 2 Exit with congestion till Buona Vista exit. Avoid lanes 2 and 3.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway,479166369,Ayer Rajah Expressway,AYE,motorway,1,0,90,5.42094507206966
19120.2189975975,33733.6210236237,Accident,1/2/2018,Accident on AYE (towards MCE) after Jurong Town Hall Entrance.,CL,CLEMENTI,WR,WEST REGION,expressway,172333904,Ayer Rajah Expressway,AYE,motorway,1,0,90,7.77339341428947
26449.3104520541,41790.5200504704,Accident,1/2/2018,Accident on SLE (towards CTE) after Upper Thomson Rd Exit.,YS,YISHUN,NR,NORTH REGION,expressway,37583929,Seletar Expressway,SLE,motorway,1,1,90,3.57734406371362
25069.9991150454,43684.0780520283,Accident,1/2/2018,Accident on SLE (towards CTE) after Mandai Ave Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,480874192,Seletar Expressway,SLE,motorway,1,0,90,6.36863513292924
37070.3714961703,34706.3199531917,Accident,1/2/2018,Accident on PIE (towards Tuas) after Bedok North Rd with congestion till Tampines. Avoid lane 1.,BD,BEDOK,ER,EAST REGION,expressway,74675126,Pan-Island Expressway,PIE,motorway,1,0,90,5.82582644810435
36296.0827690261,39099.2070401866,Accident,1/2/2018,Accident on KPE (towards TPE) after Buangkok Dr Exit.,PL,PAYA LEBAR,ER,EAST REGION,expressway,265150818,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,80,4.97768782159736
30861.5409702471,36614.0590532348,Accident,1/2/2018,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lanes 1 and 2.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway,477026785,Central Expressway,CTE,motorway,1,0,90,6.3085394548139
34468.9181285541,42499.1089476562,Accident,1/2/2018,Accident on TPE (towards SLE) after Punggol Rd Exit.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway,391007746,Tampines Expressway,TPE,motorway,1,0,90,11.0376069749006
21188.0062680242,43532.8979922116,Accident,1/2/2018,Accident on Mandai Road near BKE/Mandai Road Junction.,MD,MANDAI,NR,NORTH REGION,expressway,176174725,,,motorway_link,1,0,,12.7323838092595
31200.3398882942,35494.2889684774,Accident,31/1/2018,Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 1.,TP,TOA PAYOH,CR,CENTRAL REGION,expressway,464149350,Central Expressway,CTE,motorway,1,0,90,6.68877168981043
25905.2993448281,35074.550951377,Accident,31/1/2018,Accident on PIE (towards Tuas) after Adam Rd Exit. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44818682,Pan-Island Expressway,PIE,motorway,1,0,,8.00852053877114
31010.8946604994,34233.5699971215,Accident,31/1/2018,Accident on CTE (towards SLE) after Jalan Bahagia Exit. Avoid lane 1.,NV,NOVENA,CR,CENTRAL REGION,expressway,482108853,Central Expressway,CTE,motorway,1,0,90,3.44341303081476
25977.6519477602,29380.1799872212,Accident,31/1/2018,Accident on AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Lower Delta Rd Exit.,BM,BUKIT MERAH,CR,CENTRAL REGION,expressway,480749009,Ayer Rajah Expressway,AYE,motorway,1,0,90,5.77079671847489
25899.8350674361,35079.7109701627,Accident,31/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd with congestion till Eng Neo Ave. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44818682,Pan-Island Expressway,PIE,motorway,1,0,,5.21316386435484
30515.36996693,33717.4689570229,Accident,31/1/2018,Accident on CTE (towards AYE) after Balestier Rd Exit with congestion till Braddell Rd/Lor Chuan Exit. Avoid lanes 3 and 4.,KL,KALLANG,CR,CENTRAL REGION,expressway,479299124,Central Expressway,CTE,motorway,1,0,90,7.84532074236501
26984.7502697,34520.1209517363,Accident,31/1/2018,Accident on PIE (towards Tuas) after Stevens Rd Exit.,NV,NOVENA,CR,CENTRAL REGION,expressway,75525381,Pan-Island Expressway,PIE,motorway,1,0,,0.912963205444336
26065.4444729081,34998.7189563566,Accident,31/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44818682,Pan-Island Expressway,PIE,motorway,1,0,,5.10764265018412
26080.6242931795,34987.5000326609,Accident,31/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,44818682,Pan-Island Expressway,PIE,motorway,1,0,,7.78447707497664
