X,Y,Type,Date,Dscrptn,PLN_AREA_C,PLN_AREA_N,REGION_C,REGION_N,RoadType,join_osm_id,join_name,join_ref,join_type,join_oneway,join_bridge,join_maxspeed,distance
8422.04477733832,34560.2810222861,Accident,31/1/2018,Accident on AYE (towards MCE) before PIE Exit. Avoid lane 4.,TS,TUAS,WR,WEST REGION,expressway,175845926,Ayer Rajah Expressway,AYE,motorway,1,0,,3.35001617144827
28754.8655127917,31968.3199646961,Accident,31/1/2018,Accident in CTE Tunnel (towards AYE) before Orchard Rd Exit. Avoid lanes 2 and 3.,NT,NEWTON,CR,CENTRAL REGION,expressway,16894448,Central Expressway,CTE,motorway,1,0,,0.745559076833286
23579.4738290679,36685.4100291208,Accident,30/1/2018,Accident on PIE (towards Tuas) at BKE(Woodlands) Exit.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,106093208,Bukit Timah Expressway,BKE,motorway_link,1,0,50,2.41610624070045
23302.7380862856,45158.8910069187,Accident,30/1/2018,Accident on SLE (towards CTE) before Woodlands Ave 12 Exit.,WD,WOODLANDS,NR,NORTH REGION,expressway,95840962,Seletar Expressway,SLE,motorway,1,0,90,7.02112854688509
21109.4165215662,43968.7620109326,Accident,30/1/2018,Accident on BKE (towards Woodlands) after Mandai Rd Entrance.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway,176204413,Bukit Timah Expressway,BKE,motorway,1,0,90,8.91193507684711
33860.0917965351,33837.7379588063,Accident,30/1/2018,Accident on PIE (towards Changi Airport) before Paya Lebar Rd with congestion till Kallang. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,479173806,Pan-Island Expressway,PIE,motorway,1,0,90,7.22495991319109
22651.6223081946,30809.6499837629,Accident,30/1/2018,Accident on AYE (towards Tuas) at North Buona vista Entrance.,QT,QUEENSTOWN,CR,CENTRAL REGION,expressway,479305358,Ayer Rajah Expressway,,motorway_link,1,0,,1.88816512792335
40043.0024696172,39180.679974521,Accident,30/1/2018,Accident on TPE (towards PIE) before Pasir Ris Dr 8 Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,expressway,472098011,Tampines Expressway,TPE,motorway,1,0,90,4.25741658558222
20788.0050372438,46498.8790513181,Accident,30/1/2018,Accident on BKE (towards Woodlands) before Woodlands Checkpoint. Avoid lane 2.,SK,SUNGEI KADUT,NR,NORTH REGION,expressway,44361304,Bukit Timah Expressway,BKE,motorway_link,1,0,,5.35748731400589
42569.7164728905,37005.2379522588,Accident,29/1/2018,Accident on Upper Changi Road East (toward City) after Upper Changi Road North. Avoid left lane.,TM,TAMPINES,ER,EAST REGION,expressway,34403373,Pan-Island Expressway,,motorway_link,1,0,,15.6140795582315
36680.5657805949,31567.6090154922,Accident,29/1/2018,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit.,MP,MARINE PARADE,CR,CENTRAL REGION,expressway,226212626,East Coast Parkway,ECP,motorway,1,0,90,6.60053378488484
22109.8633973496,45336.6990240788,Accident,29/1/2018,Accident on SLE (towards BKE) between Woodlands Ave 12 Exit and Woodlands Ave 2 Exit with congestion till Upper Thomson Rd Exit.,MD,MANDAI,NR,NORTH REGION,expressway,95841005,Seletar Expressway,SLE,motorway,1,0,90,5.31345584318191
34321.2221538364,30895.3690065765,Accident,28/1/2018,Accident on ECP (towards Changi Airport) before Tg Katong Rd Exit.,MP,MARINE PARADE,CR,CENTRAL REGION,expressway,39477474,East Coast Parkway,ECP,motorway,1,0,90,5.77254268911266
35394.7145102602,37167.7379931973,Accident,28/1/2018,Accident on KPE (towards TPE) after Airport Rd Entrance. Avoid lane 3.,PL,PAYA LEBAR,ER,EAST REGION,expressway,32605145,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,70,11.4297871798368
30622.8961752632,37434.0780177638,Accident,28/1/2018,Accident on CTE (towards AYE) after AMK Ave 1 Exit.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway,369728432,Central Expressway,CTE,motorway,1,0,90,4.023975808658
30774.4726948788,34005.5509464026,Accident,28/1/2018,Accident on CTE (towards AYE) after PIE(Jurong) Exit with congestion till PIE(Jurong) Exit. Avoid lane 1.,KL,KALLANG,CR,CENTRAL REGION,expressway,167813076,Central Expressway,CTE,motorway,1,0,90,9.20819958671486
16813.8045884805,36940.8399666514,Accident,28/1/2018,Accident on PIE (towards Tuas) after Jurong Town Hall Rd. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,expressway,44817060,Pan-Island Expressway,PIE,motorway,1,0,90,5.19548396986682
26451.0950653402,34788.1210075784,Accident,28/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lanes 1 and 2.,NV,NOVENA,CR,CENTRAL REGION,expressway,479183221,Pan-Island Expressway,PIE,motorway,1,0,,6.75767911060235
34402.3957326345,33905.9100301428,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till CTE. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,33793659,Paya Lebar Flyover,PIE,motorway,1,1,90,6.08147884573229
30177.7420695715,34619.039011205,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd.,NV,NOVENA,CR,CENTRAL REGION,expressway,479178856,Pan-Island Expressway,PIE,motorway,1,0,80,10.2294533199678
30346.3906483075,34606.0120234323,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1.,TP,TOA PAYOH,CR,CENTRAL REGION,expressway,479178856,Pan-Island Expressway,PIE,motorway,1,0,80,7.39361543729119
32767.30997281,29381.852026688,Accident,27/1/2018,Accident on MCE (towards ECP) before ECP (Changi) Exit. Avoid lanes 3 and 4.,ME,MARINA EAST,CR,CENTRAL REGION,expressway,265150827,Marina Coastal Expressway,MCE,motorway,1,0,90,12.7781625144753
36642.1011405981,34509.3200356187,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Jalan Eunos. Avoid lanes 1 and 2.,BD,BEDOK,ER,EAST REGION,expressway,74675113,Pan-Island Expressway,PIE,motorway,1,0,90,3.2981121408791
19408.2825604026,35514.2110203423,Accident,26/1/2018,Accident on PIE (towards Tuas) before Toh Guan Rd Exit.,CL,CLEMENTI,WR,WEST REGION,expressway,44819830,Pan-Island Expressway,PIE,motorway,1,0,90,8.08623112986051
23230.9295158501,36767.4689452787,Accident,26/1/2018,Accident on PIE (towards Tuas) after BKE.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,479547677,Pan-Island Expressway,PIE,motorway,1,0,80,0.14529817505723
30763.2700520239,36888.262006669,Accident,26/1/2018,Accident on CTE (towards AYE) before Braddell Rd/Lor Chuan Exit.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway,174552484,Central Expressway,CTE,motorway,1,0,90,7.15122459297765
33816.5905389501,34795.3589476654,Accident,26/1/2018,Accident on KPE (towards ECP) after Airport Rd Entrance. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,49331891,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,70,14.0248859951431
18036.2813319061,41143.4409509812,Accident,26/1/2018,Accident on KJE (towards PIE) after Choa Chu Kang Dr Exit with congestion till Woodlands Rd Exit. Avoid lane 2.,CK,CHOA CHU KANG,WR,WEST REGION,expressway,480888452,Kranji Expressway,KJE,motorway,1,0,90,5.01138657950466
31206.1199421518,35141.3399482111,Accident,25/1/2018,"Accident on CTE (towards SLE) after PIE(Changi) Exit with congestion till Moulmein Rd Exit. Avoid lanes 1, 2 and 3.",TP,TOA PAYOH,CR,CENTRAL REGION,expressway,406854699,Whampoa Flyover,CTE,motorway,1,0,90,1.53149178958985
24659.9365868678,36045.9489573896,Accident,25/1/2018,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Stevens Rd Exit. Avoid lanes 3 and 4.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,75525375,Pan-Island Expressway,PIE,motorway,1,0,80,13.1520434734572
36781.1977192323,41129.9690499808,Accident,25/1/2018,Accident on TPE (towards SLE) after Tampines Flyover.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway,33176817,Tampines Expressway,TPE,motorway,1,0,90,2.54057651001934
28871.8443469357,42010.3199651619,Accident,25/1/2018,Accident on SLE (towards CTE) after Lentor Ave Exit with congestion till Lentor Ave Exit. Avoid lanes 1 and 2.,YS,YISHUN,NR,NORTH REGION,expressway,109695787,Seletar Expressway,SLE,motorway,1,0,80,0.937233539911616
20331.4229314977,32506.641017249,Accident,25/1/2018,Accident on AYE (towards Tuas) before  Clementi Ave 6 Exit with congestion till Clementi Rd Exit. Avoid lane 4.,CL,CLEMENTI,WR,WEST REGION,expressway,173913048,Ayer Rajah Expressway,AYE,motorway,1,0,90,2.19402291613963
29154.6347008608,42052.659980574,Accident,25/1/2018,Accident on SLE (towards CTE) after Lentor Ave Exit. Avoid lane 4.,YS,YISHUN,NR,NORTH REGION,expressway,109695787,Seletar Expressway,SLE,motorway,1,0,80,0.269666210158125
32359.9765082677,34020.7619867647,Accident,25/1/2018,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 1.,KL,KALLANG,CR,CENTRAL REGION,expressway,37635207,Pan-Island Expressway,PIE,motorway,1,0,90,10.5461350039804
12896.8381431769,37455.2299801255,Accident,25/1/2018,Accident on PIE (towards Changi Airport) at Jalan Bahar Exit.,WC,WESTERN WATER CATCHMENT,WR,WEST REGION,expressway,44786111,,,motorway_link,1,0,,0.810341617424484
28878.8462774928,34595.8200294752,Accident,25/1/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit. Avoid lane 1.,TP,TOA PAYOH,CR,CENTRAL REGION,expressway,44839216,Thomson Flyover,PIE,motorway,1,1,80,5.57531052476997
30673.5754970058,42008.781013712,Accident,24/1/2018,Accident on SLE (towards BKE) after TPE Exit. Avoid lanes 1 and 2.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway,21309187,Seletar Expressway,SLE,motorway,1,0,80,4.25010116298862
31569.0199448212,34596.0000099217,Accident,24/1/2018,Accident on PIE (towards Tuas) after CTE(City) Exit. Avoid lane 2.,KL,KALLANG,CR,CENTRAL REGION,expressway,479175247,Pan-Island Expressway,PIE,motorway,1,0,90,3.50038952883263
20932.5562148693,34993.738044059,Accident,24/1/2018,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lanes 1 and 2.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway,479551983,Pan-Island Expressway,PIE,motorway,1,0,90,10.8777412105987
38800.9911255653,32240.1699537082,Accident,24/1/2018,Accident on ECP (towards Changi Airport) after Siglap Rd Exit. Avoid lane 3.,BD,BEDOK,ER,EAST REGION,expressway,174262751,East Coast Parkway,ECP,motorway,1,0,90,9.34564254717923
20298.1753031052,34721.9689691465,Accident,24/1/2018,Accident on Clementi Avenue 6 (towards Clementi Loop) after PIE. Avoid left lane.,CL,CLEMENTI,WR,WEST REGION,expressway,22892486,Clementi Avenue 6,,motorway_link,1,0,,8.05381416956351
33878.6669046979,34843.5619791643,Accident,24/1/2018,Accident on KPE (towards ECP) after Airport Rd Entrance. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway,49331891,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,70,11.6334815230616
25265.3786980255,43193.9299672232,Accident,23/1/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,480875789,Seletar Expressway,SLE,motorway,1,0,90,6.50127664318205
29159.5578080059,30613.720957821,Accident,23/1/2018,Accident on Clemenceau Avenue near Clemenceau Avenue/River Valley Road Junction.,MU,MUSEUM,CR,CENTRAL REGION,expressway,167648617,Chin Swee Tunnel,CTE,motorway,1,0,,30.0083587628553
25376.7745219839,43032.6909628305,Accident,23/1/2018,Accident on SLE (towards CTE) after Mandai Ave Exit with congestion till Woodlands Ave 12 Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway,480874192,Seletar Expressway,SLE,motorway,1,0,90,6.59028301005735
31235.3534553296,30547.2400253033,Accident,23/1/2018,Accident on ECP (towards City) at Rochor Rd Exit.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,expressway,14458223,Rochor Road,Exit 15,motorway_link,1,1,,3.91614207766291
20411.5053295819,32419.8910204075,Accident,23/1/2018,Accident on AYE (towards Tuas) after Clementi Ave 2 Exit with congestion till Buona Vista exit.,CL,CLEMENTI,WR,WEST REGION,expressway,479303944,Ayer Rajah Expressway,AYE,motorway,1,0,90,5.63702000669944
44005.8764003148,34979.6909451861,Accident,23/1/2018,Accident on ECP (towards Changi Airport) before PIE Exit. Avoid lane 3.,TM,TAMPINES,ER,EAST REGION,expressway,166741193,East Coast Parkway,ECP,motorway,1,0,90,1.89890267982266
27845.409547169,34231.3009797271,Accident,22/1/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 3.,NV,NOVENA,CR,CENTRAL REGION,expressway,479181295,Pan-Island Expressway,PIE,motorway,1,0,80,7.61740414026872
39599.8611220954,32460.9490091252,Accident,22/1/2018,Accident on ECP (towards City) after East Coast Park Carpark F3 Exit. Avoid lane 1.,BD,BEDOK,ER,EAST REGION,expressway,166807222,East Coast Parkway,ECP,motorway,1,0,90,10.5051588836108
42228.962331455,38025.7889749094,Accident,22/1/2018,Accident on TPE (towards SLE) after Tampines Ave 7 Exit. Avoid lane 3.,TM,TAMPINES,ER,EAST REGION,expressway,44509043,,,motorway_link,1,0,50,0.862105073612049
12411.9153146815,33883.3590240173,Accident,22/1/2018,Accident on AYE (towards Tuas) before Pioneer Rd Entrance. Avoid lane 1.,PN,PIONEER,WR,WEST REGION,expressway,44638513,Ayer Rajah Expressway,AYE,motorway,1,0,,5.78346737038486
16298.1154286288,37235.6989562096,Accident,22/1/2018,Accident on PIE (towards Tuas) at Jurong East Ave 1 Entrance. Jurong East Ave 1 Entrance closed.,JE,JURONG EAST,WR,WEST REGION,expressway,22885255,,,motorway_link,1,0,,1.82830584129149
16438.2376715501,37199.6089545958,Accident,22/1/2018,Accident on PIE (towards Tuas) at Jurong East Ave 1 Exit. Jurong East Ave 1 Exit closed.,JE,JURONG EAST,WR,WEST REGION,expressway,22885254,,,motorway_link,1,0,,5.07451692725128
11518.2147184667,36014.6479689822,Accident,22/1/2018,Accident on PIE (towards Changi Airport) before Pioneer Rd Nth. Avoid lane 1.,WC,WESTERN WATER CATCHMENT,WR,WEST REGION,expressway,479568571,Pan-Island Expressway,PIE,motorway,1,0,,6.20263840155897
33677.3590624972,34106.8589961775,Accident,22/1/2018,Accident on KPE (towards TPE) after Sims Ave Entrance with congestion till PIE Exit. Avoid lane 3.,GL,GEYLANG,CR,CENTRAL REGION,expressway,32605145,Kallang-Paya Lebar Expressway,KPE,motorway,1,0,70,14.4072099073991
26375.7834765264,41820.5119576114,Accident,22/1/2018,Accident on SLE (towards CTE) at Upper Thomson Rd Exit.,YS,YISHUN,NR,NORTH REGION,expressway,37583929,Seletar Expressway,SLE,motorway,1,1,90,4.46722371413201
30565.5334972216,42507.9489651506,Accident,22/1/2018,Accident on SLE (towards CTE) at Seletar West Link Entrance.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway,349477767,Seletar West Link,,motorway_link,1,0,,4.02821527128775
16667.5097236117,37074.4300267262,Accident,20/1/2018,Accident on PIE (towards Tuas) after Jurong Town Hall Rd. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,expressway,251603194,Pan-Island Expressway,PIE,motorway,1,0,90,9.14104996098244
