X,Y,Type,Date,Time,Descriptions
32931.899020472,31325.3180120619,Roadwork,13/2/2018,12:25:00 AM,Roadworks on KPE (towards TPE) after ECP Entrance. Avoid lane 1.
32702.865105066,30470.0879868467,Roadwork,13/2/2018,12:18:00 AM,Roadworks on MCE (towards AYE) at MCE(AYE) Entrance. MCE(AYE) Entrance closed.
27939.0252870101,28334.0700318054,Roadwork,13/2/2018,12:05:00 AM,Roadworks on AYE (towards MCE) at Keppel Rd Entrance.
28981.5153688151,30199.9999831462,Roadwork,13/2/2018,12:00:00 AM,Roadworks in CTE Tunnel (towards AYE) after Havelock Exit. Avoid lane 3.
28830.6157495551,30023.189008207,Roadwork,13/2/2018,12:00:00 AM,Roadworks in CTE Tunnel (towards SLE) at Merchant Road Exit.
26937.114381123,27607.7500003419,Roadwork,12/2/2018,11:51:00 PM,Roadworks on Telok Blangah Road (towards City) after Sentosa Gateway. Avoid right lane.
29963.5982686151,34631.7890047639,Roadwork,12/2/2018,11:50:00 PM,Roadworks on PIE (towards Tuas) after Toa Payoh Exit. Avoid lane 4.
34677.2540200331,30897.810963674,Roadwork,12/2/2018,11:49:00 PM,Roadworks on ECP (towards Changi Airport) before Tg Katong Rd Exit. Avoid lane 1.
35996.5534997421,33728.4609710573,Accident,12/2/2018,11:47:00 PM,Accident on Jalan Eunos (towards Hougang) after Changi Road.
12985.5378990388,33860.0509506454,Roadwork,12/2/2018,11:47:00 PM,Roadworks on AYE (towards Tuas) after Pioneer Rd Exit. Avoid lane 1.
29145.4923539191,30175.7700012472,Roadwork,12/2/2018,11:45:00 PM,Roadworks in CTE Tunnel (towards AYE) at Merchant Road Entrance. Merchant Road Entrance closed.
31250.1141162802,35021.4100544201,Roadwork,12/2/2018,11:33:00 PM,Roadworks on CTE (towards AYE) at PIE(Changi) Exit.
34613.346797412,36182.3709810232,Roadwork,12/2/2018,11:32:00 PM,Roadworks on Kim Chuan Road (towards Bartley Road East). Avoid left lane.
22930.0474898856,37286.7190156048,Roadwork,12/2/2018,11:23:00 PM,Roadworks on BKE (towards PIE) before PIE Exit. Avoid lane 3.
37034.42071606,32102.6600261739,Roadwork,12/2/2018,11:14:00 PM,Roadworks on Marine Parade Road (towards Telok Kurau Road) after Marine Terrace. Avoid left lane.
36184.5400985548,38694.4059892112,Roadwork,12/2/2018,11:14:00 PM,Roadworks on KPE (towards ECP) at Tampines Road Exit.
28455.3603307113,31595.6890377352,Roadwork,12/2/2018,11:08:00 PM,Roadworks on Orchard Road (towards Bras Basah Rd) after Bideford Road.
19874.7986742927,35200.7700015459,Roadwork,12/2/2018,11:06:00 PM,Roadworks on PIE (towards Tuas) at Bukit Batok East Ave 3 Exit.
13299.4199198092,33836.4300312996,Roadwork,12/2/2018,11:05:00 PM,Roadworks on AYE (towards MCE) after Pioneer Rd Exit. Avoid lane 4.
29922.6795323305,42047.9220442794,Accident,12/2/2018,11:03:00 PM,Accident on SLE (towards CTE) before TPE Exit. Avoid lane 1.
28455.3603307113,31595.6890377352,Roadwork,12/2/2018,11:08:00 PM,Roadworks on Orchard Road (towards Bras Basah Rd) after Bideford Road.
19874.7986742927,35200.7700015459,Roadwork,12/2/2018,11:06:00 PM,Roadworks on PIE (towards Tuas) at Bukit Batok East Ave 3 Exit.
13299.4199198092,33836.4300312996,Roadwork,12/2/2018,11:05:00 PM,Roadworks on AYE (towards MCE) after Pioneer Rd Exit. Avoid lane 4.
11960.3215631552,33888.8709584787,Roadwork,12/2/2018,11:05:00 PM,Roadworks on AYE (towards MCE) before Pioneer Rd Exit. Avoid lane 1.
28257.0862258176,29563.1699503193,Roadwork,12/2/2018,11:03:00 PM,Roadworks on Outram Road (towards CTE). Avoid left lane.
11277.2552218151,33900.6990139502,Roadwork,12/2/2018,10:54:00 PM,Roadworks on AYE (towards MCE) at Jln Ahmad Ibrahim Entrance.
41657.8673237255,35057.9220144116,Roadwork,12/2/2018,10:50:00 PM,Roadworks on Upper Changi Road East (toward City) after Expo Drive. Avoid left lane.
28004.5985173928,41856.9099504632,Roadwork,12/2/2018,10:46:00 PM,Roadworks on SLE (towards CTE) at Lentor Ave Entrance.
24143.0244064548,44693.9410397899,Roadwork,12/2/2018,10:40:00 PM,Roadworks on SLE (towards CTE) after Woodlands Ave 12 Exit. Avoid lane 4.
38997.0358301684,39810.2110219596,Roadwork,12/2/2018,10:29:00 PM,Roadworks on Pasir Ris Drive 12 (towards TPE). Avoid left lane.
28402.4305520455,31460.2789973261,Roadwork,12/2/2018,10:27:00 PM,Roadworks on Somerset Road (towards Grange Road) after Penang Road.
27608.8296536378,34335.210964822,Roadwork,12/2/2018,10:26:00 PM,Roadworks on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 4.
9574.03534547803,33771.3400490313,Roadwork,12/2/2018,10:26:00 PM,Roadworks on Jalan Ahmad Ibrahim (towards AYE) after Gul Way. Avoid left lane.
20512.0362165489,45578.4489519208,Roadwork,12/2/2018,10:25:00 PM,Roadworks on Woodlands Avenue 3 (towards Woodlands Checkpoint) after Kranji Road.
32303.4788034851,30859.5999549768,Roadwork,12/2/2018,10:25:00 PM,Roadworks on ECP (towards Changi Airport) before Fort Rd Exit.
29804.7757801288,29596.2300147667,Roadwork,12/2/2018,10:22:00 PM,Roadworks on Church Street near Church Street/Phillip Street Junction.
20306.120442247,34290.2110375885,Roadwork,12/2/2018,10:21:00 PM,Roadworks on Clementi Avenue 6 (towards Clementi Loop) after Clementi Loop. Avoid left lane.
15287.9596379133,32964.9300523039,Roadwork,12/2/2018,10:18:00 PM,Roadworks on Jalan Buroh (towards City) after Jurong Pier Road. Avoid right lane.
16800.3093967284,32679.1990501214,Roadwork,12/2/2018,10:17:00 PM,Roadworks on Jalan Buroh (towards City) after Jurong Port Road. Avoid left lane.
17821.8871371199,31963.9800007249,Roadwork,12/2/2018,10:16:00 PM,Roadworks on Jalan Buroh (towards City) after Penjuru Road. Avoid right lane.
35426.9710097539,34119.7500213148,Roadwork,12/2/2018,10:15:00 PM,Roadworks on PIE (towards Changi Airport) after Paya Lebar. Avoid lane 1.
21179.348486551,33498.0510026395,Roadwork,12/2/2018,10:13:00 PM,Roadworks on Ulu Pandan Road (towards Clementi Road) after Pine Grove. Avoid right lane.
28646.2741419521,29256.7299990416,Roadwork,12/2/2018,10:13:00 PM,Roadworks on Outram Road (towards Eu Tong Sen Street) after Second Hospital Avenue.
21059.2452452891,33545.671975191,Roadwork,12/2/2018,10:13:00 PM,Roadworks on Clementi Road (towards Sunset Lane) after Ulu Pandan Road. Avoid right lane.
27320.2638940416,28795.11898321,Roadwork,12/2/2018,10:13:00 PM,Roadworks on AYE (towards MCE) after CTE Exit. Avoid lane 2.
22032.4194299002,29736.3809703212,Roadwork,12/2/2018,10:08:00 PM,Roadworks on West Coast Highway (towards Tuas) after South Buona Vista. Avoid left lane.
22111.9818194566,36039.9690345314,Roadwork,12/2/2018,10:06:00 PM,Roadworks on PIE (towards Changi Airport) after Bukit Timah Rd exit. Avoid lane 4.
32742.225768207,37139.8280331785,Roadwork,12/2/2018,10:06:00 PM,Roadworks on Upper Serangoon Road (towards Sengkang) after Serangoon Central. Avoid left lane.
28089.0221332698,37278.4300212899,Roadwork,12/2/2018,10:05:00 PM,Roadworks on Upper Thomson Road (towards SLE) after Jalan Pelatina. Avoid left lane.
21765.3054714414,36068.2109606522,Roadwork,12/2/2018,10:03:00 PM,Roadworks on Jalan Anak Bukit (towards Clementi Road) after Hindhede Road. Avoid left lane.
23727.4769437923,44925.378950227,Roadwork,12/2/2018,9:56:00 PM,Roadworks on SLE (towards BKE) after Woodlands Ave 12 Exit. Avoid lane 1.
20847.6531969165,31971.7889925468,Roadwork,12/2/2018,9:54:00 PM,Roadworks on AYE (towards MCE) after Clementi Ave 2 Exit. Avoid lane 3.
26450.3899172874,41787.7619734389,Roadwork,12/2/2018,9:48:00 PM,Roadworks on SLE (towards CTE) after Upper Thomson Rd Exit. Avoid lane 1.
34027.2924672598,34926.2300212395,Vehicle breakdown,12/2/2018,9:44:00 PM,Vehicle breakdown on KPE (towards ECP) after Airport Rd Entrance.
20659.3061902425,45796.5309499258,Roadwork,12/2/2018,9:29:00 PM,Roadworks on Woodlands Avenue 3 (towards Woodlands Checkpoint) after Kranji Road. Avoid left lane.
30894.0513908083,38415.6800479713,Heavy Traffic,12/2/2018,9:27:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.
32613.926920421,42561.9799662539,Roadwork,12/2/2018,9:26:00 PM,Roadworks on TPE (towards PIE) before Seletar Link Exit. Avoid lane 4.
20292.1689990738,34841.0390147933,Roadwork,12/2/2018,9:25:00 PM,Roadworks on PIE (towards Tuas) at Clementi Ave 6 Entrance.
34613.346797412,36182.3709810232,Roadwork,12/2/2018,9:22:00 PM,Roadworks on Kim Chuan Road (towards Bartley Road East). Avoid right lane.
19868.6891628549,32945.4690436146,Roadwork,12/2/2018,9:18:00 PM,Roadworks on AYE (towards Tuas ) at West Coast Way Entrance.
21078.2779427127,43523.3910071806,Vehicle breakdown,12/2/2018,8:55:00 PM,Vehicle breakdown on BKE (towards Woodlands) at Mandai Rd Exit.
30420.1729806267,33652.5899594799,Heavy Traffic,12/2/2018,8:38:00 PM,Heavy Traffic on CTE (towards SLE) after Moulmein Rd Exit.
36093.9021335873,34381.171970511,Accident,12/2/2018,8:34:00 PM,Accident on PIE (towards Changi Airport) at Jalan Eunos Entrance.
14154.5400747406,32918.6480275517,Roadwork,12/2/2018,8:21:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Jurong Pier Road. Avoid left lane.
16827.7186741983,32638.8690247737,Roadwork,12/2/2018,8:02:00 PM,Roadworks on Jalan Buroh (towards Tuas) after Penjuru Road. Avoid right lane.
34571.3949576722,33215.9409583029,Roadwork,12/2/2018,7:48:00 PM,Roadworks on Paya Lebar Road (towards Guillemard Road) after Sims Avenue. Avoid left lane.
21363.5738934623,41452.8709900042,Heavy Traffic,12/2/2018,7:11:00 PM,Heavy Traffic on KJE (towards BKE) at BKE(Woodlands) Exit.
39046.9191441958,32303.4300287673,Heavy Traffic,12/2/2018,7:10:00 PM,Heavy Traffic on ECP (towards City) between East Coast Park Carpark H Exit and Still Rd Sth Exit.
34688.8658971545,33972.9299794426,Vehicle breakdown,12/2/2018,6:55:00 PM,Vehicle breakdown on PIE (towards Changi Airport) after Paya Lebar Rd. Avoid lane 3.
18041.5715670194,34029.5899852559,Heavy Traffic,12/2/2018,6:50:00 PM,Heavy Traffic on AYE (towards MCE) at Jurong Town Hall Rd Exit.
34409.1757307843,30891.7299810395,Heavy Traffic,12/2/2018,6:39:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Fort Rd Exit and Tg Katong Rd Exit.
23829.4081139137,36792.1799684653,Heavy Traffic,12/2/2018,6:07:00 PM,Heavy Traffic on PIE (towards Tuas) at BKE(Woodlands) Exit.
17412.6189345271,40640.6989986175,Heavy Traffic,12/2/2018,6:05:00 PM,Heavy Traffic on KJE (towards BKE) at Choa Chu Kang Way Exit.
23826.6419662136,44837.4489767212,Heavy Traffic,12/2/2018,5:52:00 PM,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit.
31739.6167858911,34539.2619871596,Heavy Traffic,12/2/2018,5:49:00 PM,Heavy Traffic on PIE (towards Tuas) between Jalan Eunos and CTE(City) Exit.
34986.626565381,35560.6840425119,Heavy Traffic,12/2/2018,5:48:00 PM,Heavy Traffic on KPE (towards TPE) at Bartley Rd East Exit.
25576.9154564654,33605.5199486999,Heavy Traffic,12/2/2018,5:41:00 PM,Heavy Traffic on Farrer Road (towards Lornie) after Empress Road.
30778.4150100432,40246.1910542355,Vehicle breakdown,12/2/2018,5:41:00 PM,Vehicle breakdown on CTE (towards SLE) after AMK Ave 5 Exit.
24644.3940426806,44306.0310346847,Heavy Traffic,12/2/2018,5:32:00 PM,Heavy Traffic on SLE (towards CTE) between Woodlands Ave 2 Exit and Mandai Ave Exit.
24059.0203475294,29820.1890269025,Heavy Traffic,12/2/2018,5:29:00 PM,Heavy Traffic on AYE (towards MCE) between Buona Vista Exit and Alexandra Rd Exit.
36057.6805652747,34268.3790309187,Heavy Traffic,12/2/2018,5:19:00 PM,Heavy Traffic on PIE (towards Changi Airport) between CTE and Jalan Eunos.
20373.2782866156,32467.8110380973,Heavy Traffic,12/2/2018,5:13:00 PM,Heavy Traffic on AYE (towards MCE) between Yuan Ching Entrance and Clementi Ave 2 Exit.
25862.9540127709,35118.3979795119,Heavy Traffic,12/2/2018,5:10:00 PM,Heavy Traffic on PIE (towards Changi Airport) at Lornie Rd Exit.
30901.3294509504,38432.9689570997,Heavy Traffic,12/2/2018,5:01:00 PM,Heavy Traffic on CTE (towards SLE) between Braddell Rd Exit and AMK Ave 3 Exit.
24547.9327853392,44394.3009911491,Accident,12/2/2018,4:55:00 PM,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 2.
42185.1221941648,38093.0590462581,Vehicle breakdown,12/2/2018,4:51:00 PM,Vehicle breakdown on TPE (towards PIE) after Loyang Ave Exit. Avoid lane 1.
21359.3225628749,41446.199002554,Heavy Traffic,12/2/2018,4:43:00 PM,Heavy Traffic on KJE (towards BKE) at BKE(Woodlands) Exit.
38002.4790318483,31938.8809899393,Heavy Traffic,12/2/2018,4:41:00 PM,Heavy Traffic on ECP (towards Changi Airport) between Fort Rd Exit and Marine Vista Exit.
36112.8799489183,34283.2380551058,Accident,12/2/2018,3:59:00 PM,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Kallang. Avoid lanes 2 and 3.
28358.3667260393,34360.8710309434,Accident,12/2/2018,3:57:00 PM,Accident on PIE (towards Changi Airport) before Thomson Rd with congestion till Lornie Rd. Avoid lane 1.
27550.9255574516,34341.4609663882,Roadwork,12/2/2018,3:53:00 PM,Roadworks on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 4.
27903.16817034,31895.1990257179,Roadwork,12/2/2018,3:47:00 PM,Roadworks on Orchard Road (towards Bras Basah Rd) after Scotts Road. Avoid right lane.
37101.0083002463,31690.4000147909,Roadwork,12/2/2018,3:19:00 PM,Roadworks on ECP (towards Changi Airport) after Still Rd Sth Exit. Avoid lane 3.
24501.6358240861,29610.0509848853,Accident,12/2/2018,3:08:00 PM,Accident on AYE (towards Tuas) before Alexandra Rd Entrance.
22279.3433970803,37849.3909608672,Roadwork,12/2/2018,3:08:00 PM,Roadworks on BKE (towards Woodlands) before Dairy Farm Rd Exit. Avoid lane 1.
7734.8524757964,35204.1989838611,Roadwork,12/2/2018,2:48:00 PM,Roadworks on AYE (towards MCE) after Tuas West Rd. Avoid lane 1.
20912.4424906172,45655.0309875484,Roadwork,12/2/2018,2:30:00 PM,Roadworks on BKE (towards PIE) before SLE Exit. Avoid lane 3.
37211.4384999243,32146.679945562,Roadwork,12/2/2018,2:20:00 PM,Roadworks on Marine Parade Road (towards Telok Kurau Road) after Marine Terrace.
23771.6961063515,34794.6599763334,Roadwork,12/2/2018,2:16:00 PM,Roadworks on Sixth Avenue (towards Fifth Avenue) after Bukit Timah Road. Avoid left lane.
30994.3908503246,36225.1989702018,Roadwork,12/2/2018,2:15:00 PM,Roadworks on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 1.
41479.1338884849,36673.8400144023,Accident,12/2/2018,2:02:00 PM,Accident on PIE (towards Changi Airport) before Tampines St 31. Avoid lane 2.
40629.286281345,38794.0779610453,Roadwork,12/2/2018,2:01:00 PM,Roadworks on TPE (towards PIE) after Pasir Ris Dr 8 Exit. Avoid lane 1.
33946.9255824855,38184.0589552522,Roadwork,12/2/2018,1:48:00 PM,Roadworks on Upper Serangoon Road (towards City) after Hougang Avenue 3. Avoid right lane.
43856.8426280557,35649.2810552949,Roadwork,12/2/2018,1:32:00 PM,Roadworks on PIE (towards Tuas) after ECP Entrance. Avoid lane 3.
40984.5303169314,32697.3690227768,Roadwork,12/2/2018,1:15:00 PM,Roadworks on ECP (towards Changi Airport) after Bayshore Rd Exit. Avoid lane 1.
35810.6662431833,37976.0469477207,Vehicle breakdown,12/2/2018,1:12:00 PM,Vehicle breakdown on KPE (towards ECP) at Tampines Road Entrance.
18133.7011712383,35061.8710344687,Roadwork,12/2/2018,12:53:00 PM,Roadworks on Boon Lay Way (towards Tuas) after Jurong East Street 11. Avoid left lane.
19398.4663058526,42742.0120129729,Roadwork,12/2/2018,12:50:00 PM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after Sungei Kadut Ave. Avoid left lane.
30186.3435005708,36170.1800459536,Roadwork,12/2/2018,12:24:00 PM,Roadworks on Braddell Road (towards Lorong 6 Toa Payoh). Avoid left lane.
19417.5787306828,33486.6090521782,Accident,12/2/2018,12:20:00 PM,Accident on AYE (towards Tuas ) after Clementi Ave 6 Exit. Avoid lane 4.
19369.00303659,43573.7190152554,Roadwork,12/2/2018,12:19:00 PM,Roadworks on Woodlands Road (towards City) after Mandai Road. Avoid right lane.
19331.7271588961,42387.4300299954,Roadwork,12/2/2018,12:19:00 PM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after Sungei Kadut Ave. Avoid left lane.
33936.6092293055,38180.7190316401,Roadwork,12/2/2018,12:14:00 PM,Roadworks on Upper Serangoon Road (towards Sengkang) after Tampines Road. Avoid right lane.
14059.9728876577,38512.4100112529,Roadwork,12/2/2018,12:11:00 PM,Roadworks on PIE (towards Tuas) at KJE(BKE) Exit.
34064.8772807483,38307.5199676548,Roadwork,12/2/2018,11:58:00 AM,Roadworks on Upper Serangoon Road (towards Sengkang) after Tampines Road. Avoid left lane.
35409.3938159384,39572.0700226462,Roadwork,12/2/2018,11:57:00 AM,Roadworks on Upper Serangoon Road (towards City) after Buangkok East Drive.
35364.5124511737,39536.2700129415,Roadwork,12/2/2018,11:55:00 AM,Roadworks on Upper Serangoon Road (towards Sengkang) after Hougang Avenue 8. Avoid right lane.
36393.0460143748,33394.8589933642,Roadwork,12/2/2018,11:54:00 AM,Roadworks on Changi Road (toward City) after Frankel Avenue.
19234.98490107,41365.7499759837,Roadwork,12/2/2018,11:50:00 AM,Roadworks on Woodlands Road (towards Woodlands Checkpoint) after KJE. Avoid left lane.
34570.2838247074,33141.120964686,Roadwork,12/2/2018,11:49:00 AM,Roadworks on Paya Lebar Road (towards Guillemard Road) after Sims Avenue. Avoid left lane.
40649.0393237051,35958.5310046864,Roadwork,12/2/2018,11:48:00 AM,Roadworks on Simei Avenue (towards Tampines Avenue 5) after PIE. Avoid left lane.
21666.4066208754,35755.4689479531,Roadwork,12/2/2018,11:48:00 AM,Roadworks on Upper Bukit Timah Road (towards Jalan Jurong Kechil) after Bukit Timah Avenue. Avoid right lane.
22297.2253978965,32407.130978498,Roadwork,12/2/2018,11:46:00 AM,Roadworks on Commonwealth Avenue West (towards City) after Clementi Road.
21144.7510853784,32707.3910490283,Roadwork,12/2/2018,11:43:00 AM,Roadworks on Commonwealth Avenue West (towards Tuas) after Clementi Road. Avoid right lane.
18454.5900625087,35591.4799893177,Roadwork,12/2/2018,11:35:00 AM,Roadworks on Toh Guan Road (towards Jurong East Central) after Toh Guan Road East. Avoid right lane.
40391.1227071494,34312.1719762487,Roadwork,12/2/2018,11:34:00 AM,Roadworks on New Upper Changi Road (toward Changi) after Bedok North Road. Avoid right lane.
12661.9961827029,35681.5199809985,Roadwork,12/2/2018,11:33:00 AM,Roadworks on Pioneer Road North (towards Jurong West Street 63) after Jurong West Avenue 4. Avoid right lane.
20883.2247790601,30330.9299907489,Roadwork,12/2/2018,11:33:00 AM,Roadworks on West Coast Highway (towards Tuas) after Wholesale Centre. Avoid left lane.
39707.0114797013,33000.1409603531,Roadwork,12/2/2018,11:33:00 AM,Roadworks on Upper East Coast Road (towards Changi) after Bedok South Avenue 1. Avoid left lane.
21071.283775535,30273.9100290136,Roadwork,12/2/2018,11:32:00 AM,Roadworks on West Coast Highway (towards Tuas) after Wholesale Centre. Avoid left lane.
27472.3312308926,39298.4690448725,Roadwork,12/2/2018,11:31:00 AM,Roadworks on Upper Thomson Road (towards SLE) after Ang Mo Kio Avenue 1. Avoid right lane.
20304.3510967358,34296.101967585,Roadwork,12/2/2018,11:28:00 AM,Roadworks on Clementi Avenue 6 (towards Clementi Loop) after Clementi Loop. Avoid left lane.
26969.8591876506,28319.8689848353,Roadwork,12/2/2018,11:23:00 AM,Roadworks on Lower Delta Road (towards Telok Blangah Rise) after Telok Blangah Way. Avoid left lane.
33392.1745000238,37683.8910180973,Roadwork,12/2/2018,11:23:00 AM,Roadworks on Upper Serangoon Road (towards Sengkang) after Serangoon Viaduct.
21402.6958760515,45998.5700507093,Roadwork,12/2/2018,11:23:00 AM,Roadworks on Woodlands Avenue 3 (towards Woodlands Checkpoint) after Woodlands Centre Road. Avoid right lane.
21187.9485759372,45975.2109706838,Roadwork,12/2/2018,11:21:00 AM,Roadworks on Woodlands Avenue 3 (towards City) after Woodlands Ave 1. Avoid left lane.
22083.3786914411,29677.8400142912,Roadwork,12/2/2018,11:19:00 AM,Roadworks on West Coast Highway (towards City) after Clementi Road. Avoid right lane.
19243.4757891254,41356.3520312529,Roadwork,12/2/2018,11:18:00 AM,Roadworks on Woodlands Road (towards City) after Sungei Kadut Ave. Avoid left lane.
33579.5085762039,32106.3400422771,Roadwork,12/2/2018,11:16:00 AM,Roadworks on Old Airport Road (towards Mountbatten Road) after Dakota Crescent. Avoid left lane.
22718.0964105114,29005.2890436438,Roadwork,12/2/2018,11:16:00 AM,Roadworks on Pasir Panjang Road near Pasir Panjang Road/South Buona Vista Road Junction.
37612.105030901,32227.189032538,Roadwork,12/2/2018,11:14:00 AM,Roadworks on Marine Parade Road (towards Marine Vista) after Marine Terrace.
39724.5803543088,34143.5900316381,Roadwork,12/2/2018,11:13:00 AM,Roadworks on New Upper Changi Road (toward Changi) after Bedok North Avenue 3. Avoid right lane.
20704.3281693708,30505.2889570414,Roadwork,12/2/2018,11:12:00 AM,Roadworks on Clementi Road (towards Pasir Panjang Road) after West Coast Highway. Avoid left lane.
29611.4123197566,36261.7810290632,Roadwork,12/2/2018,11:07:00 AM,Roadworks on Braddell Road (towards Bishan Flyover) after Bishan Road. Avoid left lane.
21957.0075959213,35859.2190143258,Roadwork,12/2/2018,11:03:00 AM,Roadworks on Jalan Anak Bukit (towards City) after Jalan Jurong Kechil. Avoid left lane.
24674.0769917567,30100.5700103442,Roadwork,12/2/2018,11:01:00 AM,Roadworks on Queensway (towards Alexandra Road) after Mei Chin Road. Avoid left lane.
23354.3797915378,32674.2299980408,Roadwork,12/2/2018,11:00:00 AM,Roadworks on North Buona Vista Road (towards Holland Drive) after Commonwealth Avenue West. Avoid right lane.
37750.4165205828,32248.4299711441,Roadwork,12/2/2018,11:00:00 AM,Roadworks on Marine Parade Road (towards Marine Vista) after Siglap Road.
37353.3999403634,32181.2600151468,Roadwork,12/2/2018,10:54:00 AM,Roadworks on Marine Parade Road (towards Marine Terrace) after Marine Vista. Avoid left lane.
42714.9485843258,34531.737992449,Roadwork,12/2/2018,10:52:00 AM,Roadworks on Xilin Avenue (towards Changi South Avenue 3) after ECP. Avoid right lane.
33788.6788056563,31065.6089592947,Roadwork,12/2/2018,10:50:00 AM,Roadworks on Fort Road (towards ECP) after Meyer Road.
29863.1889591225,41587.6089831233,Roadwork,12/2/2018,10:50:00 AM,Roadworks on Yio Chu Kang Road (towards Ang Mo Kio Street 65) after Ang Mo Kio Street 66. Avoid left lane.
29367.2846284495,41399.1719834006,Roadwork,12/2/2018,10:48:00 AM,Roadworks on Yio Chu Kang Road (towards Ang Mo Kio Street 64) after Ang Mo Kio Street 65. Avoid right lane.
31297.7555577192,33295.7809648759,Roadwork,12/2/2018,10:41:00 AM,Roadworks on Bendemeer Road (towards City) after Whampoa East. Avoid left lane.
23428.9336841112,36707.3909508628,Roadwork,12/2/2018,10:41:00 AM,Roadworks on BKE (towards Woodlands) after PIE Entrance. Avoid lane 1.
31598.5565507246,33719.5900294744,Roadwork,12/2/2018,10:41:00 AM,Roadworks on Bendemeer Road (towards City) after Geylang Bahru. Avoid left lane.
21300.658472224,32725.5899864309,Roadwork,12/2/2018,10:39:00 AM,Roadworks on Commonwealth Avenue West (towards Tuas) after Dover Avenue. Avoid right lane.
21005.2258751034,32698.2890061755,Roadwork,12/2/2018,10:38:00 AM,Roadworks on Commonwealth Avenue West (towards City) after Clementi Avenue 2. Avoid right lane.
40035.425719645,37151.2889457084,Roadwork,12/2/2018,10:36:00 AM,Roadworks on Tampines Avenue 5 (towards Tampines Central 2) after Tampines Avenue 4. Avoid left lane.
29343.9263578013,29911.1599735803,Roadwork,12/2/2018,10:35:00 AM,Roadworks on Eu Tong Sen Street (towards Merchant Road) after Havelock Road.
21018.6023102506,30433.8299490856,Roadwork,12/2/2018,10:31:00 AM,Roadworks on Pasir Panjang Road (towards Pasir Panjang Drive). Avoid right lane.
28260.4786677488,31698.3500190853,Roadwork,12/2/2018,10:31:00 AM,Roadworks on Orchard Road (towards Bras Basah Rd) after Scotts Road. Avoid right lane.
31210.0804574394,35260.1209813202,Roadwork,12/2/2018,10:31:00 AM,Roadworks on CTE (towards SLE) after PIE(Changi) Exit.
21028.907758198,30428.0699586036,Roadwork,12/2/2018,10:30:00 AM,Roadworks on Pasir Panjang Road (towards Pasir Panjang Drive). Avoid right lane.
34645.5834714083,38146.8399992562,Roadwork,12/2/2018,10:29:00 AM,Roadworks on Hougang Avenue 3 (towards Tampines Road). Avoid right lane.
30698.9717788469,41944.4299736793,Roadwork,12/2/2018,10:28:00 AM,Roadworks on SLE (towards BKE) after TPE Exit. Avoid lane 1.
28282.2827068212,29532.141017278,Roadwork,12/2/2018,10:26:00 AM,Roadworks on Outram Road (towards CTE). Avoid left lane.
27856.7927985048,30952.5389592025,Roadwork,12/2/2018,10:25:00 AM,Roadworks on River Valley Road (towards Irwell Bank Road) after Leonie Hill.
33081.1710867438,30855.9920027368,Roadwork,12/2/2018,10:24:00 AM,Roadworks on MCE (towards AYE) at Fort Rd Entrance.
35182.2245109019,33166.4800016947,Roadwork,12/2/2018,10:23:00 AM,Roadworks on Changi Road (toward City) after Still Road. Avoid left lane.
32926.6398050374,32315.5290548526,Roadwork,12/2/2018,10:22:00 AM,Roadworks on Guillemard Road near Guillemard Road/Lorong 8 Geylang Junction.
20355.6919958269,33191.7620103425,Roadwork,12/2/2018,10:22:00 AM,Roadworks on Commonwealth Avenue West (towards Tuas) after Clementi Avenue 3. Avoid left lane.
22068.4591130357,32539.1089979484,Roadwork,12/2/2018,10:17:00 AM,Roadworks on Commonwealth Avenue West (towards Tuas) after Dover Avenue. Avoid left lane.
23605.6753904122,32066.538988183,Roadwork,12/2/2018,10:16:00 AM,Roadworks on Commonwealth Avenue (towards Tuas) after Commonwealth Drive. Avoid left lane.
43860.5361442891,35671.6600370381,Roadwork,12/2/2018,10:15:00 AM,Roadworks on PIE (towards Changi Airport) at ECP(Airport) Exit.
34983.2664747434,31555.1800389073,Roadwork,12/2/2018,10:15:00 AM,Roadworks on Mountbatten Road (towards City) after Tanjong Katong Road South. Avoid left lane.
21590.5971175575,36261.421953211,Roadwork,12/2/2018,10:13:00 AM,Roadworks on Jalan Anak Bukit (towards City) after Old Jurong Road. Avoid left lane.
21776.946089383,36058.078049129,Roadwork,12/2/2018,10:11:00 AM,Roadworks on Jalan Anak Bukit (towards Clementi Road) after Hindhede Road. Avoid left lane.
34971.4147273304,33307.3090501562,Roadwork,12/2/2018,10:07:00 AM,Roadworks on Sims Avenue (toward Changi) after Paya Lebar Road.
23769.5149839249,34804.7380274324,Roadwork,12/2/2018,10:05:00 AM,Roadworks on Sixth Avenue (towards Anamalai Avenue) after Fifth Avenue. Avoid right lane.
